Name,Model,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
Maruti,Swift VDI,Kochi,2015,53500,Diesel,Manual,First,28.4,1248.0,74.0,5.0,1,5917.7080000000005
Maruti,Ertiga VXI,Delhi,2014,17585,Petrol,Manual,First,16.02,1373.0,93.7,7.0,0,7010.7175
Hyundai,1.6 VTVT Verna,Kolkata,2011,36226,Petrol,Manual,First,17.01,1591.0,121.3,5.0,0,3256.9475
Land,Discovery HSE Rover Sport TD4,Coimbatore,2019,25899,Diesel,Automatic,First,12.63,2179.0,147.5,5.0,0,61495.585
Hyundai,GL Santro Xing,Kolkata,2009,60170,Petrol,Manual,First,0.0,1086.0,62.0,5.0,0,1269.6574999999998
Mercedes-Benz,220 C C-Class CDI New Style,Hyderabad,2017,11200,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,0,41401.875
Hyundai,1.2 Magna i10,Kochi,2017,49045,Petrol,Manual,First,20.36,1197.0,78.9,5.0,0,4493.4835
Volkswagen,1.2L Comfortline Polo,Kolkata,2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,0,3301.1095
Maruti,Brezza Option VDi Vitara,Delhi,2017,40000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,0,8721.995
Renault,85PS Duster RxL,Mumbai,2016,36600,Diesel,Manual,First,19.87,1461.0,83.8,5.0,0,8269.334499999999
Tata,1.3 Indica Quadrajet Vista,Jaipur,2009,117000,Diesel,Manual,First,18.0,1248.0,75.0,5.0,0,1214.4550000000002
Mercedes-Benz,350 Blue CDI Efficiency GL-Class,Delhi,2016,16000,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,0,61826.799999999996
Hyundai,1.2 CRDi S Xcent,Mumbai,2016,50000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,1,3864.1749999999997
Hyundai,ABS CRDi SX Verna,Hyderabad,2008,150000,Diesel,Manual,First,18.1,1493.0,110.0,5.0,0,3312.1499999999996
Hyundai,1.6 SX VTVT Verna,Mumbai,2014,11000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,0,6734.704999999999
Ford,Figo ZXI,Bangalore,2010,102016,Petrol,Manual,First,15.6,1196.0,70.0,5.0,0,2484.1124999999997
Maruti,Optional Swift VDI,Chennai,2016,38000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,0,6569.0975
Renault,RxL,Hyderabad,2013,71491,Diesel,Manual,First,23.08,1461.0,63.12,5.0,0,5465.0475
Volkswagen,1.2 Highline MPI Polo,Bangalore,2015,46354,Petrol,Manual,Second,16.47,1198.0,74.0,5.0,0,6061.2345
BMW,3 320d Line Luxury Series,Delhi,2019,87000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,1,7364.0135
Skoda,1.6 Active MPI Rapid,Ahmedabad,2015,20765,Petrol,Manual,First,15.0,1598.0,103.52,5.0,0,6900.3125
Hyundai,Santro,Ahmedabad,2005,58000,Petrol,Manual,Second,0.0,999.0,,5.0,0,1667.1154999999999
Audi,3.0 Plus Premium Q7 Quattro,Coimbatore,2014,51076,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,0,38509.264
Maruti,Ciaz Plus VDi,Jaipur,2016,84085,Diesel,Manual,First,26.21,1248.0,88.5,5.0,0,7617.945
Honda,City DTEC VX i,Kolkata,2014,55000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,0,6613.2595
Mercedes-Benz,2009-2013 E-Class E350,Mumbai,2010,73000,Petrol,Automatic,First,10.93,3498.0,272.0,5.0,0,11482.12
Audi,2011-2015 3.0 A6 Plus Premium Quattro,Pune,2012,50001,Diesel,Automatic,First,14.57,2967.0,241.38,5.0,0,32017.449999999997
Mahindra,H4 Xylo,Coimbatore,2016,93166,Diesel,Manual,Second,14.02,2179.0,118.3,7.0,1,6458.692499999999
Honda,1.5 City EXI,Kochi,2006,99583,Petrol,Automatic,Third,12.0,1493.0,100.0,5.0,0,2439.9505
Maruti,BSIV SX4 ZXI,Mumbai,2010,72000,Petrol,Manual,First,15.5,1586.0,103.3,5.0,0,2649.72
Toyota,Altis Corolla G,Pune,2009,70000,Petrol,Manual,Third,14.53,1798.0,138.1,5.0,0,3312.1499999999996
Volkswagen,Highline Vento,Pune,2012,61000,Petrol,Automatic,Second,14.4,1598.0,103.6,5.0,0,4140.1875
Hyundai,EON Era Plus,Pune,2015,66510,Petrol,Manual,First,21.1,814.0,55.2,5.0,0,3256.9475
Skoda,2.0 Ambition CR Laura,Hyderabad,2011,84062,Diesel,Manual,First,20.0,1968.0,108.5,5.0,0,6403.49
Maruti,Swift VDI,Hyderabad,2012,80799,Diesel,Manual,First,22.9,1248.0,74.0,5.0,0,5409.845
Toyota,1.8 Altis CVT Corolla VL,Kolkata,2018,5000,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,1,18713.6475
Toyota,(Diesel) 2.5 8 G Innova Seater,Hyderabad,2013,92000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,0,13800.625
Tata,Tiago,Hyderabad,2017,53000,Diesel,Manual,First,27.28,1047.0,69.0,5.0,0,5520.25
Skoda,1.6 Ambition MPI Rapid,Mumbai,2015,39822,Petrol,Manual,First,15.41,1598.0,103.52,5.0,1,5166.954
Ford,3.2 4X4 Endeavour Titanium,Mumbai,2016,29000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,0,32900.69
Renault,KWID RXL,Kochi,2017,24214,Petrol,Manual,Second,25.17,799.0,53.3,5.0,1,3820.013
Hyundai,1.4 AVN Asta CRDi i20 with,Pune,2012,75000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,0,4416.2
Skoda,Ambiente Laura,Chennai,2012,77216,Diesel,Manual,Second,17.5,1896.0,106.0,5.0,0,4968.224999999999
Toyota,Altis Corolla,Kochi,2013,74290,Diesel,Manual,First,21.43,1364.0,87.2,5.0,0,6480.7735
Mahindra,8 Scorpio Seater,Delhi,2015,61000,Diesel,Manual,First,15.4,2179.0,120.0,8.0,0,10488.475
Audi,2.0 Plus Premium Q5,Chennai,2013,44000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,0,35881.625
Chevrolet,8 Enjoy LS Seater,Coimbatore,2014,74041,Diesel,Manual,First,18.2,1248.0,73.8,8.0,0,4283.714
BMW,3 320d Series,Coimbatore,2013,85846,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,1,14440.974
Nissan,2011-2014 Sunny XV,Delhi,2012,52000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,0,3864.1749999999997
Honda,2.4 Accord,Mumbai,2010,47000,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,0,3864.1749999999997
Hyundai,CRDi Verna,Bangalore,2010,72010,Diesel,Manual,First,16.8,1493.0,110.0,5.0,0,4913.0225
Maruti,BS E IV MPI Omni STD,Jaipur,2015,15000,Petrol,Manual,First,16.8,796.0,34.2,8.0,0,2594.5175
Honda,City SV VTEC i,Kolkata,2015,480000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,0,5520.25
Audi,2011-2015,Kolkata,2012,24720,Diesel,Automatic,Second,0.0,2967.0,241.4,5.0,0,30913.399999999998
Ford,1.4 Fiesta ZXi,Chennai,2007,75000,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,0,2208.1
Hyundai,1.4 Asta i20,Mumbai,2015,57000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,0,7010.7175
Mercedes-Benz,Avantgrade CDI E-Class E250,Kochi,2015,41057,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,0,27192.7515
Maruti,CNG LXI R Wagon,Pune,2012,92000,CNG,Manual,Second,36.68,998.0,58.2,5.0,0,3312.1499999999996
Ford,1.5 EcoSport Plus TDCi Trend,Chennai,2016,20000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,0,8721.995
Hyundai,1.2 Magna i20,Mumbai,2011,52359,Petrol,Manual,First,18.5,1197.0,80.0,5.0,0,3588.1625
Honda,City V VTEC i,Delhi,2016,17000,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,0,9108.4125
Nissan,Micra XV,Kolkata,2011,39002,Diesel,Manual,First,23.08,1461.0,63.1,5.0,0,3146.5425
Ford,EXI Figo,Pune,2010,129986,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,0,3532.96
Nissan,Micra XL,Kolkata,2013,45000,Petrol,Manual,First,18.44,1198.0,75.0,5.0,0,1932.0874999999999
Maruti,BSIV Swift VDI,Kolkata,2013,41300,Diesel,Manual,First,17.8,1248.0,,5.0,0,3731.689
Honda,2.4 Accord,Ahmedabad,2009,82002,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,0,6348.287499999999
Skoda,1.8 Elegance Superb TSI,Mumbai,2010,67000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,0,5189.035
Maruti,8 BSIV Omni Seater,Hyderabad,2017,21260,Petrol,Manual,First,14.0,796.0,35.0,5.0,0,3201.745
Hyundai,1.4 CRDi Magna Optional i20,Ahmedabad,2012,55362,Diesel,Manual,First,21.9,1396.0,88.8,5.0,0,4692.2125
Hyundai,1.6 CRDi Creta Plus SX,Chennai,2017,13000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,0,16008.724999999999
Maruti,BSIV Swift VDI,Kochi,2016,45725,Diesel,Manual,First,25.2,1248.0,74.0,5.0,0,5895.6269999999995
Maruti,BSIV LDI Swift,Jaipur,2014,105000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,0,4250.5925
Toyota,(Diesel) 2.5 8 BS G IV Innova Seater,Hyderabad,2009,156056,Diesel,Manual,First,12.8,2494.0,102.0,8.0,0,9384.425
Hyundai,1.1 Base CRDi Xcent,Mumbai,2016,135000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,0,4637.01
Maruti,Ertiga VDI,Delhi,2016,67000,Diesel,Manual,First,20.77,1248.0,88.7,7.0,0,7452.3375
Ford,3.2 4X4 Endeavour Trend,Jaipur,2016,90000,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,0,28705.3
Hyundai,1.4 Sportz i20,Coimbatore,2019,32251,Diesel,Manual,First,22.54,1396.0,88.73,5.0,0,9505.870499999999
Maruti,BS Estilo IV LXI Zen,Mumbai,2009,47000,Petrol,Manual,First,19.0,998.0,67.1,5.0,0,1611.9129999999998
Maruti,Ritz VDi,Mumbai,2011,75308,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,0,3091.3399999999997
Maruti,Alto CNG K10 LXI Optional,Kochi,2018,44202,CNG,Manual,First,45.163999999999994,998.0,58.2,4.0,1,4416.2
Honda,1.5 City S,Mumbai,2014,58000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,0,6039.153499999999
Maruti,Dzire Swift ZXi,Mumbai,2009,60000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,0,2704.9225
BMW,20d X1 sDrive,Hyderabad,2014,45000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,0,23737.075
Tata,Manza,Mumbai,2010,41195,Petrol,Manual,First,15.0,1368.0,90.0,5.0,0,1523.5889999999997
Mahindra,2WD W10 XUV500,Chennai,2016,89000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,0,14904.675
Hyundai,Sportz i10,Bangalore,2009,60510,Petrol,Automatic,Second,16.95,1197.0,78.9,5.0,0,3422.555
Maruti,1.2 Baleno,Mumbai,2016,8500,Petrol,Manual,First,21.4,1197.0,83.1,5.0,0,6061.2345
Maruti,Brezza Dual Plus Tone Vitara ZDi,Kochi,2017,35981,Diesel,Manual,First,24.3,1248.0,88.5,5.0,1,10499.5155
Ford,Figo ZXI,Mumbai,2012,23152,Petrol,Manual,First,15.6,1196.0,70.02,5.0,0,2638.6795
Maruti,CNG LXI R Wagon,Delhi,2014,74663,CNG,Manual,First,46.955999999999996,998.0,67.04,5.0,1,3588.1625
Volkswagen,1.2 Sport TSI Vento,Mumbai,2014,61529,Petrol,Automatic,First,18.19,1197.0,103.5,5.0,0,6237.8825
Mahindra,BS III Xylo,Ahmedabad,2010,91596,Diesel,Manual,First,14.95,2489.0,93.7,7.0,0,2042.4925
Porsche,Base Cayenne,Kochi,2019,14298,Petrol,Automatic,First,13.33,2995.0,340.0,5.0,1,2230.181
Maruti,Dzire Swift VDi,Hyderabad,2013,83327,Diesel,Manual,First,19.3,1248.0,73.9,5.0,0,6403.49
Volkswagen,1.2 Highline MPI Plus Polo,Hyderabad,2017,22857,Petrol,Manual,First,16.2,1199.0,74.0,5.0,0,7617.945
Hyundai,1.6 VTVT Verna,Chennai,2013,34620,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,0,5906.6675
Hyundai,1.1 Era i10,Bangalore,2010,56000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,0,3146.5425
Mercedes-Benz,CDI E-Class E250 Edition,Chennai,2014,81000,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,0,25117.1375
Maruti,LXI Zen,Jaipur,1998,95150,Petrol,Manual,Third,17.3,993.0,60.0,5.0,0,496.8225
Hyundai,Sportz i10,Coimbatore,2013,32776,Petrol,Manual,First,20.36,1197.0,78.9,5.0,0,5122.7919999999995
Honda,Amaze S i-Dtech,Coimbatore,2016,51587,Diesel,Manual,First,25.8,1498.0,98.6,5.0,0,5818.343499999999
Tata,Safari Storme VX,Jaipur,2016,36000,Diesel,Manual,First,14.1,2179.0,148.0,7.0,0,11040.5
Honda,1.2 Brio S,Mumbai,2015,22000,Petrol,Manual,First,18.5,1198.0,86.8,5.0,1,4360.9975
Hyundai,Asta i20,Kochi,2010,30754,Petrol,Manual,First,17.0,1197.0,80.0,5.0,0,3731.689
Volkswagen,1.4 Jetta TSI,Coimbatore,2018,37109,Petrol,Manual,First,14.69,1390.0,120.33,5.0,0,18548.04
Honda,Edition Jazz,Kolkata,2010,45000,Petrol,Manual,First,16.7,1198.0,88.8,5.0,0,2197.0595
Hyundai,Grand Sportz i10,Coimbatore,2017,33284,Petrol,Manual,First,18.9,1197.0,82.0,5.0,0,6447.651999999999
Jaguar,XF,Coimbatore,2016,55115,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,0,39911.407499999994
Jaguar,2.2 Litre Luxury XF,Kolkata,2014,18000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,0,28374.085
Mahindra,2WD W8 XUV500,Coimbatore,2013,130790,Diesel,Manual,First,16.0,2179.0,140.0,7.0,0,10201.422
Maruti,320 Alpha Cross DDiS S,Delhi,2015,16607,Diesel,Manual,First,22.7,1598.0,118.0,5.0,0,8445.9825
Audi,177 2.0 A4 Bhp Plus Premium,Coimbatore,2015,32205,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,0,27943.505499999996
Renault,110PS Duster RxZ,Delhi,2013,67000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,0,5244.2375
Maruti,Dzire Swift VXI,Coimbatore,2014,57676,Petrol,Manual,First,19.1,1197.0,85.8,5.0,0,7386.0945
Volkswagen,1.2L Polo Trendline,Mumbai,2012,41000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,0,3422.555
Maruti,8 BSII Omni Seater,Jaipur,2012,65000,Petrol,Manual,First,19.7,796.0,35.0,8.0,0,1711.2775
Hyundai,1.2 Grand Kappa Magna i10,Coimbatore,2019,12153,Petrol,Automatic,First,18.9,1197.0,81.86,5.0,1,7551.701999999999
Tata,Nano Twist XT,Hyderabad,2014,16810,Petrol,Manual,First,25.4,624.0,37.5,4.0,0,1766.48
Audi,30 A4 Plus Premium TFSI,Kochi,2017,61221,Petrol,Automatic,First,17.84,1395.0,147.51,5.0,1,23991.0065
Volkswagen,1.2 Highline MPI Polo,Mumbai,2015,22000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,0,5244.2375
Maruti,800 Alto LXI,Chennai,2015,63714,Petrol,Manual,First,22.74,796.0,47.3,5.0,0,2704.9225
Mini,5 Cooper D DOOR,Kochi,2019,14857,Diesel,Automatic,First,20.7,1496.0,113.98,5.0,1,34832.7775
Audi,2.0 A4 Multitronic New,Delhi,2012,69000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,0,11316.512499999999
Ford,4X2 Endeavour Titanium,Coimbatore,2019,14648,Diesel,Manual,First,12.62,2198.0,158.0,7.0,1,30206.807999999997
Ford,1.5 Ecosport Ti Titanium VCT,Hyderabad,2013,100000,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,0,7176.325
Hyundai,Grand Magna i10,Jaipur,2016,22000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,0,4692.2125
Chevrolet,1.2 LS Sail,Mumbai,2014,10000,Petrol,Manual,First,18.2,1199.0,82.4,5.0,0,6072.275
Maruti,Dzire LXI Swift,Kolkata,2015,107000,Petrol,Manual,First,20.85,1197.0,83.14,5.0,0,4416.2
Tata,1.2T Revotron XM Zest,Kochi,2017,48198,Petrol,Manual,First,17.57,1193.0,88.7,5.0,1,5133.8325
Mercedes-Benz,220 Avantgarde C C-Class CDI New,Delhi,2015,15000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,0,31465.425
Chevrolet,Cruze LTZ,Coimbatore,2014,80073,Diesel,Manual,First,17.3,1998.0,163.7,5.0,0,7849.7955
Maruti,Ritz VDi,Hyderabad,2013,85388,Diesel,Manual,First,21.1,1248.0,73.9,5.0,0,4305.795
Hyundai,1.2 Grand Kappa Option Sportz i10,Jaipur,2017,14700,Petrol,Manual,First,18.9,1197.0,81.86,5.0,0,6182.679999999999
Maruti,Dzire LDI,Pune,2012,150000,Diesel,Manual,Third,28.4,1248.0,73.75,5.0,1,2484.1124999999997
Hyundai,1.6 SX Verna,Kolkata,2011,34994,Diesel,Manual,First,22.32,1582.0,126.32,5.0,0,4305.795
Jaguar,XF,Coimbatore,2014,82536,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,0,31608.9515
Skoda,1.8 Elegance Superb TSI,Delhi,2013,82000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,0,8004.362499999999
Maruti,LXI R Wagon,Pune,2006,52000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,0,2208.1
Volkswagen,1.2L Highline Polo,Mumbai,2011,20000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,0,3864.1749999999997
Honda,1.8 2010-2013 Civic S,Hyderabad,2011,55000,Petrol,Manual,First,14.8,1799.0,130.2,5.0,0,5520.25
Maruti,5 AC CNG Eeco Seater,Ahmedabad,2015,47001,CNG,Manual,First,28.0,1196.0,63.0,5.0,1,4107.066
Maruti,R VXI Wagon,Chennai,2014,52000,Petrol,Manual,First,22.5,998.0,67.04,5.0,1,3808.9725
Maruti,Dzire Swift VDI,Kolkata,2013,43284,Diesel,Manual,First,23.4,1248.0,74.0,5.0,0,4968.224999999999
Hyundai,1.6 Automatic Creta Plus SX,Coimbatore,2018,23875,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,0,15854.158
Hyundai,Asta Grand i10,Bangalore,2016,51866,Petrol,Manual,First,18.9,1197.0,82.0,5.0,0,6072.275
Nissan,Micra Premium XV,Mumbai,2013,69000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,0,3312.1499999999996
Hyundai,1.2 Asta Grand Kappa i10,Coimbatore,2017,62788,Petrol,Manual,First,18.9,1197.0,81.86,5.0,1,6712.624
Volkswagen,Highline Vento,Chennai,2013,150000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,0,5520.25
Toyota,4x2 Fortuner,Kochi,2015,47566,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,0,22357.0125
Hyundai,- Euro II Santro,Chennai,2002,67000,Petrol,Manual,Third,0.0,999.0,,5.0,0,1324.86
Toyota,2.8 Crysta GX Innova,Pune,2018,20300,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,1,19872.899999999998
Mercedes-Benz,A A180 CDI Class,Pune,2015,48300,Diesel,Automatic,First,20.0,2143.0,107.3,5.0,0,19320.875
Hyundai,D EON Lite,Pune,2013,30000,Petrol,Manual,First,21.1,814.0,55.2,5.0,0,2318.505
Hyundai,CRDi Elantra SX,Bangalore,2012,36000,Diesel,Manual,Second,22.7,1582.0,126.24,5.0,0,8280.375
Mini,3 Cooper D DOOR,Kochi,2015,27641,Diesel,Automatic,Second,20.7,1496.0,113.98,4.0,1,27347.318499999998
Renault,110PS Duster Option,Bangalore,2015,60000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,0,9550.0325
Ford,3.2 4X4 Endeavour Titanium,Chennai,2019,9000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,0,39193.775
Toyota,Altis Corolla GL,Delhi,2014,60750,Petrol,Manual,First,14.28,1798.0,138.03,5.0,0,11592.525
Mahindra,XUV500,Delhi,2018,9000,Diesel,Manual,First,14.0,2179.0,155.0,7.0,1,14352.65
BMW,7 730Ld Design Pure Series,Kolkata,2012,41100,Diesel,Automatic,First,16.77,2993.0,261.49,5.0,1,29257.324999999997
Maruti,BSIII LX R Wagon,Ahmedabad,2004,60000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,0,1545.6699999999998
Honda,City SV VTEC i,Kochi,2017,38424,Petrol,Manual,First,17.8,1497.0,117.3,5.0,0,8291.4155
Maruti,Swift VDI,Delhi,2014,50000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,0,4747.415
Honda,CVT City VX i-VTEC,Mumbai,2015,19000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,1,9881.2475
Maruti,Ertiga VDI,Kochi,2015,58734,Diesel,Manual,First,20.77,1248.0,88.76,7.0,0,7628.9855
Renault,110PS Duster RxZ,Coimbatore,2016,65257,Diesel,Manual,First,19.01,1461.0,108.45,5.0,0,10764.4875
Maruti,Dzire Swift VDi,Jaipur,2010,130000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,0,4416.2
Maruti,Ritz VDi,Hyderabad,2011,79000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,0,4029.7825
Mahindra,4WD W8 XUV500,Chennai,2013,78000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,0,11868.5375
Honda,Brio S,Kochi,2015,49133,Petrol,Manual,First,19.4,1198.0,86.8,5.0,0,4979.2654999999995
Mercedes-Benz,350 4Matic M-Class ML,Coimbatore,2016,22769,Diesel,Automatic,First,0.0,2987.0,165.0,5.0,0,54341.34099999999
Tata,Class LS Manza Quadrajet90,Coimbatore,2014,54448,Diesel,Manual,First,21.02,1248.0,88.8,5.0,0,4084.985
Toyota,2.5 7-seater Innova V,Hyderabad,2014,158793,Diesel,Manual,First,12.8,2494.0,102.0,7.0,0,14341.6095
Maruti,Swift VXI,Delhi,2015,62088,Petrol,Manual,First,18.6,1197.0,85.8,5.0,0,4581.8075
Hyundai,1.6 EX VTVT Verna,Kolkata,2012,14800,Petrol,Manual,First,17.01,1591.0,121.3,5.0,0,4857.820000000001
Honda,Mobilio S VTEC i,Kolkata,2015,26000,Petrol,Manual,First,17.3,1497.0,117.3,7.0,0,4692.2125
Honda,Amaze S i-Vtech,Mumbai,2017,32005,Petrol,Manual,First,18.0,1198.0,86.7,5.0,0,4692.2125
Honda,CVT City VX i-VTEC,Jaipur,2017,35000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,1,8501.185
Land,2.2L Dynamic Range Rover,Pune,2015,52000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,0,43885.987499999996
Honda,City V i-VTEC,Mumbai,2017,11000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,1,9384.425
Mercedes-Benz,280 E-Class Elegance,Jaipur,2008,62000,Petrol,Automatic,First,9.5,2997.0,231.1,5.0,0,7728.349999999999
Ford,1.3 Flair Ikon,Chennai,2002,65134,Petrol,Manual,Third,13.8,1299.0,70.0,5.0,0,883.24
Toyota,4x2 Fortuner Manual,Delhi,2013,71000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,0,16836.7625
Maruti,A-Star Vxi,Hyderabad,2008,51366,Petrol,Manual,First,19.0,998.0,66.1,5.0,0,2484.1124999999997
Tata,EX,Kolkata,2016,46300,Diesel,Manual,First,14.07,1948.0,83.1,7.0,0,5354.642499999999
Honda,City V,Coimbatore,2012,60908,Petrol,Automatic,Second,15.6,1497.0,116.3,5.0,0,7088.000999999999
Nissan,D Micra XV,Chennai,2012,93450,Diesel,Manual,Second,23.19,1461.0,63.12,5.0,1,2760.125
Hyundai,CRDi SX Verna,Hyderabad,2011,104000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,0,6348.287499999999
Maruti,800 Std,Pune,2003,52000,Petrol,Manual,First,16.1,796.0,37.0,4.0,0,552.025
Mahindra,4WD W8 XUV500,Coimbatore,2015,42999,Diesel,Manual,First,15.1,2179.0,140.0,7.0,0,12718.655999999999
Maruti,SX4 VDI,Delhi,2014,90000,Diesel,Manual,First,21.5,1248.0,88.8,5.0,0,4968.224999999999
Hyundai,1.4 Sportz i20,Bangalore,2013,72000,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,0,5244.2375
Hyundai,1.6 CRDi Creta SX,Coimbatore,2019,54321,Diesel,Manual,First,19.67,1582.0,126.2,5.0,0,14948.836999999998
Mercedes-Benz,Avantgrade CDI E-Class E250,Kochi,2015,59630,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,0,25845.8105
Toyota,4x2 Fortuner,Hyderabad,2013,116000,Diesel,Automatic,Second,12.55,2982.0,168.5,7.0,0,21252.962499999998
Volvo,D4,Ahmedabad,2015,34000,Diesel,Automatic,First,9.0,1984.0,181.0,5.0,0,22081.0
Mercedes-Benz,2009-2013 Avantgarde CDI E-Class E250,Delhi,2011,70000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,0,14352.65
Honda,2.4 Accord Elegance,Chennai,2010,80000,Petrol,Manual,First,10.2,2354.0,180.0,5.0,0,4405.1595
Honda,Amaze S i-Dtech,Pune,2015,110000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,0,5133.8325
Maruti,Dzire ZDI,Ahmedabad,2013,56454,Diesel,Manual,First,28.4,1248.0,73.75,5.0,1,5133.8325
Maruti,LXI Swift,Kolkata,2013,60000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,0,3477.7574999999997
Toyota,Altis Corolla G HV,Delhi,2013,56000,Petrol,Automatic,First,14.53,1798.0,138.1,5.0,0,9108.4125
Land,Range Rover SE,Bangalore,2012,63000,Diesel,Automatic,Second,11.49,4367.0,335.3,5.0,0,71763.25
Maruti,Swift VDI,Chennai,2012,63000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,0,4968.224999999999
Jeep,2.0 4X4 Compass Limited Option,Kolkata,2017,15050,Diesel,Manual,First,16.3,1956.0,170.0,5.0,1,19320.875
Maruti,BSIV Swift VXI,Mumbai,2016,29401,Petrol,Manual,First,20.4,1197.0,81.8,5.0,0,4758.455499999999
Honda,1.2 Jazz SV VTEC i,Kochi,2016,25238,Petrol,Manual,First,18.7,1199.0,88.7,5.0,0,6845.11
Toyota,Etios GD,Chennai,2011,79000,Diesel,Manual,First,23.59,1364.0,,5.0,0,5155.9135
Volkswagen,1.2L Polo Trendline,Kochi,2011,58752,Petrol,Manual,First,16.47,1198.0,73.9,5.0,0,3665.4459999999995
Honda,1.8 2006-2010 Civic V,Delhi,2011,62000,Petrol,Automatic,First,12.9,1799.0,130.0,5.0,0,4140.1875
Toyota,Etios G,Bangalore,2013,132000,Petrol,Manual,First,16.78,1496.0,88.73,5.0,0,5189.035
Hyundai,1.6 SX VTVT Verna,Chennai,2016,51000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,0,7176.325
Toyota,2.5 8-seater G4 Innova,Hyderabad,2009,185200,Diesel,Manual,First,12.8,2494.0,102.0,8.0,0,8004.362499999999
