Name,Version,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
Maruti,Brezza Dual Plus Tone Vitara Zdi,Coimbatore,2017,25299,Diesel,Manual,First,24.3,1248.0,88.5,5.0,12.56 Lakh,10.34
Mahindra,2.6 8 Dx Scorpio Str Turbo,Mumbai,2006,89869,Diesel,Manual,First,12.7,2609.0,116.6,8.0,,3.25
Hyundai,Crdi Tucson,Jaipur,2007,103515,Diesel,Manual,Third,12.6,1991.0,112.0,7.0,,5.0
Hyundai,Gls Santro Xing,Hyderabad,2008,68282,Petrol,Manual,First,17.92,1086.0,62.1,5.0,,2.25
Porsche,250hp Panamera,Kochi,2014,60033,Diesel,Automatic,First,18.18,2967.0,250.0,4.0,,51.52
Maruti,Brezza Option Vdi Vitara,Kochi,2018,51921,Diesel,Manual,First,24.3,1248.0,88.5,5.0,,8.62
Maruti,Dzire Swift Vdi,Mumbai,2017,18414,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,7.25
Honda,Amaze V,Kochi,2016,40866,Petrol,Manual,First,19.5,1199.0,86.76,5.0,8.16 Lakh,5.47
Jaguar,2.2 Litre Luxury Xf,Pune,2014,55001,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,,31.0
Mini,Convertible Cooper S,Kochi,2017,20469,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,44.28 Lakh,35.98
Hyundai,Eon Era Plus,Jaipur,2017,8500,Petrol,Manual,First,21.1,814.0,55.2,5.0,,3.42
Audi,3.0 A6 Quattro Tdi,Ahmedabad,2008,45000,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,,11.5
Hyundai,1.2 Active Dual I20 Sx Tone,Pune,2016,6000,Petrol,Manual,First,17.19,1197.0,81.86,5.0,,7.25
Maruti,Amt Ddis Swift Vdi,Chennai,2018,11000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,,8.0
Ford,1.5 Dv5 Ecosport Mt Titanium,Kochi,2015,80064,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,7.33
Maruti,Abs Bs Iv R Vxi Wagon,Kolkata,2016,29930,Petrol,Manual,First,18.9,998.0,67.1,5.0,,3.35
Volkswagen,1.5 Highline Tdi Vento,Mumbai,2013,49105,Diesel,Manual,First,20.34,1498.0,103.2,5.0,,4.4
Toyota,Etios Vx,Kolkata,2012,55000,Petrol,Manual,First,17.6,1496.0,88.7,5.0,,2.99
Honda,1.2 I Jazz Sv Vtec,Bangalore,2015,23000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,,5.6
Volkswagen,1.5 Crosspolo Tdi,Coimbatore,2016,54727,Diesel,Manual,First,20.14,1498.0,88.73,5.0,,6.63
Volkswagen,1.5 Ameo Highline Tdi,Kochi,2018,31426,Diesel,Manual,First,21.66,1498.0,108.62,5.0,9.72 Lakh,7.9
Honda,City Exclusive Mt V,Kochi,2015,53442,Petrol,Manual,First,16.8,1497.0,116.3,5.0,,7.0
Honda,At Brio Vx,Hyderabad,2014,28000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,,4.95
Skoda,1.6 At Mpi Rapid Style,Mumbai,2017,13412,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,,9.19
Hyundai,Crdi Verna,Hyderabad,2011,70000,Diesel,Manual,First,16.8,1493.0,110.0,5.0,,5.1
Hyundai,Active I20 S,Jaipur,2015,81310,Diesel,Manual,First,21.19,1396.0,88.76,5.0,,5.9
Maruti,Baleno Cvt,Kochi,2019,13574,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,10.3 Lakh,9.51
Honda,2.4l 4wd Cr-v Mt,Mumbai,2008,75000,Petrol,Manual,Second,11.1,2354.0,158.8,5.0,,3.9
Maruti,Dzire Swift Vxi,Coimbatore,2014,58310,Petrol,Manual,Second,19.1,1197.0,85.8,5.0,,5.39
Maruti,Dzire Swift Vdi,Pune,2009,90000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,,3.0
Maruti,Dzire Swift Zdi,Jaipur,2012,83000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,4.3
Maruti,Dzire Swift Zxi,Jaipur,2017,37282,Petrol,Manual,First,20.85,1197.0,83.14,5.0,,6.75
Hyundai,Grand I10 Sportz,Jaipur,2017,23000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,4.5
Ford,1.4 Abs Fiesta Tdci Zxi,Chennai,2010,82000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,,2.75
Hyundai,1.6 Crdi S Verna,Chennai,2016,31000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,,9.0
Maruti,R Vx Wagon,Jaipur,2001,200000,Petrol,Manual,First,12.0,,,,,0.7
Ford,Exi Figo,Delhi,2014,45001,Diesel,Manual,Second,20.0,1399.0,68.05,5.0,,2.55
Tata,Aqua Bs Iv Manza Quadrajet,Coimbatore,2014,50446,Diesel,Manual,First,21.12,1248.0,88.8,5.0,,3.54
Honda,1.8 2006-2010 Civic Mt S,Ahmedabad,2009,89000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,,4.25
Maruti,Alto Bsiii Lx,Ahmedabad,2007,72000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,,1.2
BMW,5 520d Line Luxury Series,Ahmedabad,2013,90000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,63.71 Lakh,19.5
Mahindra,2wd W8 Xuv500,Bangalore,2015,76000,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,,12.0
Maruti,Ritz Vdi,Hyderabad,2012,78401,Diesel,Manual,First,23.2,1248.0,73.94,5.0,,3.9
Maruti,Brezza Plus Vitara Zdi,Kochi,2017,38426,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.12 Lakh,9.13
Maruti,7 Eeco Seater Standard,Pune,2011,45000,Petrol,Manual,First,15.1,1196.0,73.0,7.0,4.69 Lakh,2.25
Maruti,1.2 Bsiv Dzire Swift Vxi,Mumbai,2012,83000,Petrol,Manual,First,17.5,1197.0,85.8,5.0,,3.25
Hyundai,1.6 At Crdi Creta Plus Sx,Coimbatore,2017,50170,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,,14.79
Maruti,Lxi R Wagon,Mumbai,2010,37822,Petrol,Manual,First,22.5,998.0,67.04,5.0,5.04 Lakh,2.35
Maruti,Celerio Zdi,Kolkata,2015,33517,Diesel,Manual,First,27.62,793.0,47.0,5.0,,3.1
Hyundai,2wd At Fe Santa,Delhi,2014,110000,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,,12.9
Hyundai,D Eon Lite Option Plus,Kolkata,2017,60000,Petrol,Manual,First,21.1,814.0,55.2,5.0,,2.5
Hyundai,1.2 I20 Sportz,Delhi,2013,92408,Petrol,Manual,First,18.5,1197.0,82.85,5.0,,3.65
Hyundai,1.6 Sx Verna Vtvt,Bangalore,2014,45000,Petrol,Manual,First,17.1,1591.0,121.3,5.0,,7.5
Honda,Brio Mt Option S,Kochi,2013,33793,Petrol,Manual,First,18.4,1198.0,86.8,5.0,,3.74
Maruti,Optional Swift Vxi,Kochi,2017,26327,Petrol,Manual,First,20.4,1197.0,81.8,5.0,,5.86
Mercedes-Benz,220d Avantgarde C C-class Edition New,Coimbatore,2018,20604,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,,39.62
Maruti,Optional Swift Vdi,Coimbatore,2018,61386,Diesel,Manual,First,25.2,1248.0,74.0,5.0,,7.05
Maruti,Amt Swift Vdi,Delhi,2018,11500,Diesel,Automatic,First,28.4,1248.0,74.0,5.0,,7.5
Chevrolet,Beat Ls,Chennai,2012,58000,Diesel,Manual,First,25.44,936.0,57.6,5.0,,2.1
Skoda,1.8 At Elegance Superb Tsi,Delhi,2014,38000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,,11.6
Mercedes-Benz,220 Avantgare Be C C-class Cdi New,Bangalore,2012,49000,Diesel,Automatic,Second,14.84,2143.0,167.62,5.0,,19.25
Toyota,2.4 8s Crysta Innova Mt Vx,Coimbatore,2017,72202,Diesel,Manual,First,13.68,2393.0,147.8,8.0,24.01 Lakh,17.92
Hyundai,I10 Sportz,Kolkata,2016,7000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,3.6
Honda,Amaze I-dtec S,Ahmedabad,2014,20000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,,4.5
Hyundai,1.4 Crdi I20 Magna,Hyderabad,2017,14061,Diesel,Manual,First,21.9,1396.0,88.76,5.0,,7.4
Mercedes-Benz,350d Gle,Coimbatore,2018,30706,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,95.13 Lakh,59.29
Mahindra,2009-2014 7s Bsiv Scorpio Sle,Kolkata,2011,51387,Diesel,Manual,First,12.05,2179.0,120.0,7.0,,5.5
Hyundai,Getz Gle,Bangalore,2006,44000,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,,1.75
Maruti,Baleno,Mumbai,2016,12208,Petrol,Manual,First,21.4,1197.0,83.1,5.0,8.78 Lakh,6.75
Chevrolet,2.0 Lt Magnum Optra,Chennai,2011,55000,Diesel,Manual,First,16.52,1991.0,123.7,5.0,,3.95
Hyundai,1.6 Sx Verna Vtvt,Mumbai,2011,61600,Petrol,Manual,First,17.1,1591.0,121.3,5.0,,4.2
Honda,1.5 City Mt V,Hyderabad,2016,28414,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,8.4
Volkswagen,Gt Polo Tsi,Mumbai,2017,27853,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,11.26 Lakh,8.25
Honda,Brio E Mt,Bangalore,2013,55116,Petrol,Manual,First,19.4,1198.0,86.8,5.0,,3.31
Maruti,Dzire Swift Vdi,Ahmedabad,2017,26000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,,7.5
Honda,1.5 City Exclusive Mt V,Pune,2012,45496,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,4.75
Mahindra,Rexton Rx7 Ssangyong,Pune,2013,76000,Diesel,Automatic,Second,11.18,2696.0,184.0,7.0,,8.79
Skoda,1.8 Elegance Mt Superb Tsi,Pune,2014,136000,Petrol,Manual,First,13.1,1798.0,157.75,5.0,,9.5
Hyundai,- Euro Gls Ii Santro,Pune,2009,100000,Petrol,Manual,First,0.0,,,,,1.6
Maruti,Alto Lxi,Kolkata,2010,38127,Petrol,Manual,First,19.7,796.0,46.3,5.0,,1.55
Hyundai,1.4 Asta Crdi I20,Jaipur,2014,82450,Diesel,Manual,First,23.0,1396.0,90.0,5.0,,5.85
Ford,1.5 Ecosport Mt Ti Trend Vct,Coimbatore,2014,62497,Petrol,Manual,First,15.8,1499.0,110.0,5.0,,7.52
Nissan,Micra Xv,Hyderabad,2011,86732,Diesel,Manual,First,23.08,1461.0,63.1,5.0,,3.6
Honda,Brio E Mt,Kochi,2016,27969,Petrol,Manual,First,19.4,1198.0,86.8,5.0,,4.73
Mahindra,Rexton Rx7 Ssangyong,Delhi,2013,66372,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,,10.5
BMW,7 730ld Sedan Series,Coimbatore,2013,73525,Diesel,Automatic,First,16.46,2993.0,258.0,5.0,,34.54
Hyundai,1.2 Grand I10 Kappa Sportz,Kochi,2018,20689,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.68 Lakh,6.07
Maruti,1.2 Baleno Delta,Coimbatore,2018,25093,Petrol,Manual,First,21.4,1197.0,83.1,5.0,,7.76
Mahindra,Abs Bs E8 Iv Xylo,Coimbatore,2016,49176,Diesel,Manual,First,11.68,2498.0,112.0,8.0,,7.46
Renault,E4 Fluence,Delhi,2012,87510,Diesel,Manual,First,21.8,1461.0,78.0,5.0,,3.49
Hyundai,1.2 I20 Magna,Coimbatore,2012,38214,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,,4.05
Mitsubishi,2.8 Pajero Sfx,Kochi,2013,48986,Diesel,Manual,First,10.5,2835.0,107.2,6.0,,11.88
Toyota,1.8 2008-2013 Altis At Corolla Vl,Pune,2011,88000,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,,6.45
BMW,M X5,Pune,2015,69002,Diesel,Automatic,First,15.97,2993.0,258.0,5.0,,50.0
BMW,2005-2011 3 325i Sedan Series,Pune,2011,43706,Petrol,Automatic,First,10.9,2497.0,215.0,5.0,,9.0
Hyundai,1.6 At Crdi Creta Plus Sx,Coimbatore,2016,58671,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,,14.25
Mahindra,2015-2019 300 T8 Tuv,Coimbatore,2017,49404,Diesel,Manual,First,18.49,1493.0,100.0,7.0,,7.36
Mahindra,2.2 Bsiii Mhawk Scorpio Vlx,Delhi,2010,72000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,,4.4
Renault,Kwid Rxt,Mumbai,2016,24000,Petrol,Manual,First,25.17,799.0,53.3,5.0,,3.1
Renault,1.0 Amt Kwid Optional Rxt,Coimbatore,2017,53285,Petrol,Automatic,First,22.5,999.0,67.0,5.0,5.42 Lakh,4.28
Maruti,Bsiv Swift Vxi,Pune,2017,12000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,,5.5
Skoda,1.9 Ambiente At Laura Tdi,Kolkata,2012,45000,Diesel,Automatic,First,17.0,1896.0,105.0,5.0,,6.99
Maruti,2016-2019 800 Alto Vxi,Coimbatore,2018,26234,Petrol,Manual,First,24.7,796.0,47.3,5.0,,4.29
Maruti,Swift Vxi,Delhi,2014,55000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,,4.2
Hyundai,1.4 Crdi I20 Sportz,Pune,2012,90000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,,4.11
Audi,2012-2015 35 Premium Q3 Quattro Tdi,Mumbai,2015,48000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,,18.75
Mercedes-Benz,350d Gle,Mumbai,2017,19863,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,91.23 Lakh,64.95
Hyundai,Era I10,Mumbai,2010,55000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,,1.59
Maruti,Lxi Optional R Wagon,Kolkata,2016,4800,Petrol,Manual,First,20.51,998.0,67.04,5.0,,3.6
Honda,City I V Vtec,Kochi,2017,38607,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,,7.87
Hyundai,1.2 Grand I10 Kappa Sportz,Mumbai,2018,3958,Petrol,Manual,First,18.9,1197.0,81.86,5.0,7.14 Lakh,5.55
Honda,City Dtec I Vx,Jaipur,2014,74000,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,,6.4
Maruti,Dzire Swift Vxi,Mumbai,2009,54540,Petrol,Manual,Third,17.5,1298.0,85.8,5.0,,2.65
Maruti,Dzire Swift Zxi,Delhi,2015,58400,Petrol,Manual,First,17.5,1298.0,85.8,5.0,,5.5
Mahindra,2wd W8 Xuv500,Kochi,2013,73648,Diesel,Manual,First,15.1,2179.0,140.0,7.0,,7.31
Maruti,Ciaz Plus Shvs Zdi,Jaipur,2016,83000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,,7.1
Hyundai,1.6 Crdi Sx Verna,Kochi,2016,16159,Diesel,Manual,First,22.32,1582.0,126.32,5.0,,7.83
Hyundai,Accent Crdi,Mumbai,2005,150000,Diesel,Manual,First,13.1,1493.0,82.0,5.0,,0.85
Honda,Brio Mt S,Mumbai,2014,22100,Petrol,Manual,First,19.4,1198.0,86.8,5.0,,3.55
Hyundai,1.2 Active I20 Sx,Coimbatore,2017,35043,Petrol,Manual,First,17.19,1197.0,81.86,5.0,,8.19
BMW,3 320d Line Series Sport,Pune,2018,24000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,,28.0
Volkswagen,2.0l 2013-2015 At Highline Jetta Tdi,Chennai,2015,480000,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,,13.0
Volkswagen,1.6l Highline Polo,Chennai,2011,70000,Petrol,Manual,Second,15.26,1598.0,103.5,5.0,,3.29
Maruti,Bsiv Swift Vxi,Pune,2015,13769,Petrol,Manual,Second,16.1,1197.0,85.0,5.0,,4.41
Renault,110ps Duster Rxz,Kolkata,2013,58000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,,4.99
BMW,20d Line Luxury X3 Xdrive,Hyderabad,2009,58000,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,69.59 Lakh,17.98
Fiat,Avventura Emotion Multijet,Coimbatore,2018,18705,Diesel,Manual,First,20.5,1248.0,91.72,5.0,,7.71
Maruti,R Stingray Vxi Wagon,Delhi,2013,32378,Petrol,Manual,First,20.51,998.0,67.04,5.0,,2.8
Chevrolet,Abs Hatchback Ls Sail,Kolkata,2013,45000,Diesel,Manual,First,22.1,1248.0,76.9,5.0,,3.0
Mahindra,2wd W8 Xuv500,Coimbatore,2015,36836,Diesel,Manual,First,15.1,2179.0,140.0,7.0,,12.49
Tata,1.3 Quadrajet Zest,Kochi,2016,54199,Diesel,Manual,First,23.0,1248.0,88.8,5.0,,5.0
BMW,X3 Xdrive20d Xline,Kochi,2017,36935,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,,32.64
Maruti,Bsiv Swift Vdi,Chennai,2015,23000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,,6.5
BMW,2013-2017 5 520d Line Luxury Series,Bangalore,2015,14000,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,,35.0
Tata,Cs Evx Indigo,Chennai,2015,100073,Diesel,Manual,Second,25.0,1396.0,69.01,5.0,,2.0
Mahindra,2wd W8 Xuv500,Kochi,2015,59182,Diesel,Manual,First,15.1,2179.0,140.0,7.0,,9.46
Audi,35 Plus Premium Q7 Quattro Tdi,Kochi,2016,72132,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,,39.0
BMW,2003-2012 5 520d Series,Hyderabad,2009,79000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,,15.0
Hyundai,1.6 Sx Verna Vtvt,Coimbatore,2013,66930,Petrol,Manual,First,17.1,1591.0,121.3,5.0,,6.15
Hyundai,4wd At Fe Santa,Pune,2015,100000,Diesel,Automatic,Second,13.01,2199.0,194.3,7.0,,14.5
Hyundai,- Euro Gls Ii Santro,Bangalore,2012,43000,Petrol,Manual,First,0.0,,,,,3.25
Maruti,Amt R Vxi Wagon,Kochi,2018,27413,Petrol,Automatic,First,20.51,998.0,67.0,5.0,,5.18
Maruti,Bsiii Lx R Wagon,Pune,2007,90000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,,1.24
Hyundai,1.2 I20 Sportz,Kolkata,2013,40300,Petrol,Manual,First,18.5,1197.0,82.85,5.0,,2.8
Skoda,1.8 At Elegance Superb Tsi,Kochi,2011,73783,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,,5.23
Hyundai,Getz Gls,Pune,2005,86000,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,,0.45
Maruti,Bs Iv Lxi R Wagon,Delhi,2014,65694,Petrol,Manual,First,18.9,998.0,67.1,5.0,,3.25
Maruti,Bsiv Cargo Mpi Omni,Kolkata,2015,23000,Petrol,Manual,First,16.8,796.0,34.2,5.0,,1.5
Hyundai,1.2 I10 Magna,Mumbai,2012,51000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,2.85
Renault,1.0 Kwid Optional Rxt,Kochi,2018,18335,Petrol,Manual,First,21.7,999.0,67.0,5.0,4.61 Lakh,4.5
Mercedes-Benz,2012-2015 B B200 Cdi Class Sport,Bangalore,2014,36000,Diesel,Automatic,First,15.0,2147.0,107.3,5.0,,16.25
Volkswagen,Gt Polo Tsi,Mumbai,2017,25000,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,11.26 Lakh,7.75
Mahindra,4wd Scorpio Vlx,Bangalore,2007,81000,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,,4.35
Toyota,2.8 2wd At Fortuner,Kochi,2019,21719,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,37.38 Lakh,33.13
Chevrolet,Beat Lt,Coimbatore,2013,75421,Diesel,Manual,First,25.44,936.0,56.3,5.0,,3.63
Toyota,2.5 8-seater G4 Innova,Delhi,2010,80000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,,4.75
Maruti,Dzire Swift Vxi,Kochi,2018,10671,Petrol,Manual,First,20.85,1197.0,83.14,5.0,,6.51
Renault,1.0 Climber Kwid Mt,Hyderabad,2018,4126,Petrol,Manual,First,21.7,999.0,67.0,5.0,5.3 Lakh,4.8
Tata,Bolt Quadrajet Xm,Hyderabad,2017,98500,Diesel,Manual,First,22.95,1248.0,74.0,5.0,7.97 Lakh,6.0
Hyundai,Asta Grand I10,Coimbatore,2016,61578,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,6.4
Volkswagen,1.5 Highline Tdi Vento,Ahmedabad,2014,54000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,,4.9
Audi,2.0 2011-2015 A6 Tdi,Coimbatore,2013,70998,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,,20.57
Maruti,Bsiv Dzire Ldi Swift,Kolkata,2015,40082,Diesel,Manual,First,19.3,1248.0,73.9,5.0,,4.76
Chevrolet,1.0 Lt Spark,Kochi,2012,50619,Petrol,Manual,First,18.0,995.0,62.0,5.0,,2.0
BMW,3 320d Series,Coimbatore,2009,103905,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,43.31 Lakh,9.92
Hyundai,Eon Era Plus,Kochi,2018,15334,Petrol,Manual,First,21.1,814.0,55.2,5.0,,3.69
Maruti,Dzire Swift Vdi,Hyderabad,2013,69000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,5.75
Volkswagen,1.5 Crosspolo Tdi,Hyderabad,2014,75160,Diesel,Manual,First,20.14,1498.0,88.5,5.0,,5.7
Honda,Amaze E I-vtech,Coimbatore,2014,44753,Petrol,Manual,First,18.0,1198.0,86.7,5.0,,4.94
Volkswagen,At Highline Vento,Kochi,2012,53024,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,,4.29
Maruti,R Stingray Vxi Wagon,Kolkata,2014,23840,Petrol,Manual,First,20.51,998.0,67.04,5.0,,3.0
Volkswagen,1.5 Highline Polo Tdi,Hyderabad,2014,81298,Diesel,Manual,First,20.14,1498.0,88.8,5.0,,6.5
Volkswagen,1.2l Comfortline Polo,Jaipur,2015,59000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,,4.9
Honda,Amaze I-dtec Sx,Kochi,2016,51806,Diesel,Manual,First,25.8,1498.0,98.6,5.0,,5.4
Audi,35 A6 Matrix Tdi,Delhi,2014,56000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,59.38 Lakh,24.0
Tata,1.05 Option Revotorq Tigor Xz,Kochi,2019,29279,Diesel,Manual,First,24.7,1047.0,69.0,5.0,,7.46
Volkswagen,1.5 At Highline Tdi Vento,Kochi,2017,33550,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,15.86 Lakh,9.6
Audi,35 A6 Matrix Tdi,Hyderabad,2014,62000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,67.1 Lakh,25.0
Nissan,110 Ps Terrano Xl,Hyderabad,2014,66000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,,6.8
Skoda,1.5 At Elegance Rapid Tdi,Coimbatore,2016,46630,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,,8.59
Ford,1.5 Aspire Figo Tdci Trend,Hyderabad,2016,72566,Diesel,Manual,First,25.83,1498.0,99.0,5.0,,5.29
Tata,Ex Venture,Pune,2011,51482,Diesel,Manual,First,15.42,1405.0,70.0,8.0,,2.5
Mercedes-Benz,220 Avantgare Be C C-class Cdi New,Chennai,2011,90000,Diesel,Automatic,First,14.84,2143.0,167.62,5.0,,13.9
Toyota,4x2 Fortuner Manual,Jaipur,2014,69000,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,,20.0
Honda,1.5 City Mt V,Delhi,2011,90000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,,3.4
Hyundai,1.2 Asta I20 Option,Mumbai,2015,39000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,5.5
Volkswagen,Trendline Vento,Hyderabad,2012,110000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,,3.65
Ford,2.5l 4x2 Endeavour Mt,Kochi,2011,68022,Diesel,Manual,First,13.1,2499.0,141.0,7.0,,5.86
Ford,1.5 At Ecosport Plus Titanium,Coimbatore,2018,27852,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,14.1 Lakh,10.44
Maruti,Bsiv Swift Vdi,Bangalore,2013,58291,Diesel,Manual,First,17.8,1248.0,,5.0,,5.0
Hyundai,I20 Sportz,Coimbatore,2011,68439,Diesel,Manual,First,23.0,1396.0,90.0,5.0,,3.37
Toyota,2.5 8 Innova Seater Vx,Delhi,2011,150000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,,6.95
Tata,1.5 Dual Nexon Plus Revotorq Tone Xz,Mumbai,2018,14000,Diesel,Manual,First,21.5,1497.0,108.5,5.0,12.22 Lakh,9.9
Ford,Figo Titanium,Hyderabad,2012,71558,Diesel,Manual,First,20.0,1399.0,68.05,5.0,,3.3
Porsche,Panamera,Delhi,2013,48000,Diesel,Automatic,Second,17.85,2967.0,300.0,4.0,,50.5
Hyundai,1.6 At Crdi Creta Plus Sx,Jaipur,2015,65800,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,,12.5
Audi,2.0 A4 Multitronic Tdi,Hyderabad,2014,53000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,,20.5
Mahindra,4wd W8 Xuv500,Kolkata,2017,14600,Diesel,Manual,First,16.0,2179.0,140.0,7.0,,14.5
Isuzu,4wd Mux,Jaipur,2017,34429,Diesel,Automatic,First,13.8,2999.0,174.57,7.0,33.68 Lakh,20.0
Maruti,Dzire Swift Vdi,Delhi,2014,52000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,5.25
Maruti,Ciaz Zxi,Kolkata,2015,25470,Petrol,Manual,First,20.73,1373.0,91.1,5.0,,5.9
Hyundai,Eon Era Plus,Pune,2013,22000,Petrol,Manual,First,21.1,814.0,55.2,5.0,,2.6
Mercedes-Benz,280 Cdi E-class,Chennai,2007,75000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,,11.0
BMW,2003-2012 5 520d Series,Pune,2011,95995,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,,15.5
Hyundai,1.2 Crdi Grand I10 Option Sportz,Jaipur,2017,26877,Diesel,Manual,First,24.0,1186.0,73.97,5.0,,5.75
Jaguar,3.0l Portfolio Xj,Hyderabad,2015,26000,Diesel,Automatic,First,14.47,2993.0,301.73,5.0,,75.0
Maruti,Bsiii Ldi Swift,Chennai,2007,140000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,,2.0
Hyundai,Gls Santro Xing,Hyderabad,2008,95291,Petrol,Manual,First,17.92,1086.0,62.1,5.0,,2.3
Toyota,2.5 8-seater Innova V,Hyderabad,2009,135000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,,8.2
Hyundai,1.2 I20 Sportz,Kolkata,2015,32000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,4.8
Mercedes-Benz,280 Cdi E-class,Mumbai,2008,68333,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,,8.5
Ford,Figo Zxi,Chennai,2011,72000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,,2.9
Toyota,1.4 Altis Corolla Dg,Ahmedabad,2012,52100,Diesel,Manual,First,21.43,1364.0,86.79,5.0,19.27 Lakh,6.5
Hyundai,1.2 Grand I10 Kappa Sportz,Jaipur,2018,10000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.96 Lakh,5.85
