Name,Year,Fuel_Type,Price
Nissan,2014,Diesel,4985.65
Toyota,2014,Diesel,11633.19
Honda,2016,Petrol,5949.55
Volkswagen,2012,Petrol,6038.18
Mahindra,2016,Diesel,10248.29
Ford,2016,Diesel,8531.01
Skoda,2012,Diesel,8852.3
Hyundai,2012,Petrol,3323.77
Toyota,2005,Diesel,4431.69
Tata,2018,Diesel,7412.0
Maruti,2014,Diesel,4708.67
Skoda,2017,Diesel,11633.19
Toyota,2019,Diesel,24983.66
Hyundai,2014,Petrol,5761.2
Honda,2019,Petrol,13151.04
Honda,2014,Diesel,7744.38
Volkswagen,2011,Diesel,5539.61
Audi,2014,Diesel,48748.6
Maruti,2015,Petrol,3091.1
Tata,2012,Diesel,3212.98
Hyundai,2016,Petrol,10913.04
Mercedes-Benz,2014,Diesel,54288.22
Mahindra,2016,Diesel,10248.29
Hyundai,2011,Diesel,4154.71
Ford,2017,Diesel,8076.76
Mini,2016,Diesel,26036.18
Maruti,2013,Petrol,2880.6
Mahindra,2015,Diesel,3434.56
Mercedes-Benz,2016,Diesel,33215.52
Renault,2016,Diesel,7456.32
Maruti,2016,Diesel,3877.73
Volkswagen,2011,Petrol,2603.62
Mahindra,2017,Diesel,17870.79
Volkswagen,2014,Petrol,6536.74
Maruti,2012,Petrol,4320.9
Chevrolet,2005,Petrol,1661.88
Toyota,2012,Diesel,7700.06
Honda,2015,Diesel,7755.46
Volkswagen,2017,Petrol,8010.28
Maruti,2012,Diesel,4221.19
Maruti,2012,Petrol,4985.65
Hyundai,2017,Diesel,13959.83
Audi,2015,Diesel,53180.29
Maruti,2010,Petrol,3279.45
Honda,2014,Diesel,3600.75
Volkswagen,2011,Diesel,9417.34
Hyundai,2013,Diesel,9694.32
Maruti,2011,Petrol,3412.4
Land Rover,2017,Diesel,45978.79
Honda,2016,Petrol,7755.46
Mercedes-Benz,2011,Petrol,12741.11
Maruti,2011,Petrol,2880.6
Hyundai,2014,Diesel,4764.07
Maruti,2017,CNG,9251.16
Volkswagen,2017,Diesel,27587.28
BMW,2011,Diesel,15233.94
Hyundai,2014,Diesel,4265.5
Mercedes-Benz,2014,Diesel,25759.2
Mahindra,2012,Diesel,7755.46
Hyundai,2015,Petrol,6370.56
Hyundai,2008,Petrol,1828.07
Volkswagen,2012,Diesel,7201.5
Skoda,2011,Diesel,8309.42
Audi,2019,Diesel,80811.89
Toyota,2010,Diesel,12187.15
Maruti,2013,Petrol,3345.93
Hyundai,2013,Petrol,3678.3
Honda,2013,Petrol,3589.67
Maruti,2015,Petrol,2603.62
Mahindra,2013,Diesel,6093.58
Honda,2015,Petrol,7478.48
Skoda,2015,Petrol,6813.72
Maruti,2016,Petrol,6038.18
Hyundai,2013,Petrol,2548.22
Maruti,2015,Petrol,6880.2
Nissan,2014,Petrol,5772.28
Audi,2008,Petrol,13283.99
Maruti,2010,Diesel,3434.56
Tata,2017,Diesel,8309.42
Volkswagen,2016,Diesel,4431.69
Honda,2016,Petrol,8564.24
Honda,2015,Petrol,8641.8
Maruti,2011,Petrol,1440.3
Volkswagen,2014,Diesel,4897.02
Chevrolet,2009,Diesel,4431.69
Mahindra,2016,Diesel,14403.0
Honda,2015,Diesel,5960.62
Hyundai,2011,Petrol,3600.75
Maruti,2016,Petrol,4287.66
Volkswagen,2014,Diesel,9140.36
Maruti,2018,Petrol,10281.52
Mahindra,2012,Diesel,6924.52
Chevrolet,2008,Petrol,1274.11
Maruti,2016,Petrol,8641.8
Hyundai,2012,Diesel,4985.65
Honda,2018,Petrol,8375.9
Mahindra,2017,Diesel,17815.4
Hyundai,2012,Petrol,4985.65
Hyundai,2012,Diesel,5539.61
Hyundai,2011,Petrol,2437.43
Maruti,2014,Petrol,4431.69
Skoda,2012,Diesel,2780.89
Maruti,2015,Diesel,5262.63
Hyundai,2008,Petrol,2215.85
Hyundai,2010,Petrol,2326.64
Ford,2013,Petrol,6924.52
Mercedes-Benz,2011,Diesel,11743.98
Maruti,2017,Diesel,6647.54
Maruti,2004,Petrol,498.57
Maruti,2010,Petrol,2769.81
Hyundai,2018,Petrol,14126.02
BMW,2017,Diesel,33558.98
Ford,2006,Petrol,1772.68
Ford,2017,Diesel,8353.74
Maruti,2015,Petrol,7578.19
Volkswagen,2012,Diesel,6647.54
Honda,2017,Diesel,8863.38
Audi,2016,Diesel,27410.01
Hyundai,2017,Diesel,6093.58
Mercedes-Benz,2013,Diesel,39885.22
Toyota,2013,Diesel,13062.41
Nissan,2011,Petrol,3323.77
Skoda,2011,Diesel,7478.48
Chevrolet,2006,Petrol,1551.09
Honda,2014,Diesel,6370.56
Maruti,2010,Diesel,3766.94
Volkswagen,2011,Petrol,5417.74
Nissan,2013,Petrol,5484.22
Maruti,2013,Petrol,3866.65
Toyota,2011,Diesel,4265.5
Honda,2014,Petrol,7035.31
Hyundai,2017,Petrol,7844.09
Jaguar,2017,Diesel,42101.06
Mahindra,2012,Diesel,6924.52
Mercedes-Benz,2011,Petrol,11245.42
Skoda,2014,Petrol,11910.17
Chevrolet,2012,Diesel,5151.84
Mahindra,2010,Diesel,5262.63
Hyundai,2015,Petrol,8619.64
Hyundai,2016,Diesel,7478.48
Honda,2008,Petrol,3312.69
Hyundai,2013,Petrol,2603.62
Honda,2013,Diesel,4043.92
Maruti,2012,Petrol,3035.71
Honda,2013,Petrol,3877.73
Hyundai,2014,Petrol,5273.71
Volkswagen,2016,Petrol,6869.12
Skoda,2008,Diesel,2603.62
Mercedes-Benz,2014,Diesel,27144.11
Renault,2013,Petrol,6647.54
Hyundai,2017,Petrol,4043.92
Maruti,2016,Petrol,6935.6
Nissan,2011,Diesel,2326.64
Audi,2015,Diesel,36506.05
Hyundai,2018,Petrol,8641.8
Honda,2014,Petrol,4708.67
Maruti,2014,Petrol,5384.5
Hyundai,2017,Petrol,5428.82
Mahindra,2014,Diesel,7821.93
Volkswagen,2015,Petrol,4985.65
Maruti,2011,Petrol,3567.51
Volkswagen,2014,Diesel,3600.75
Hyundai,2016,Petrol,5018.89
Mercedes-Benz,2017,Diesel,38533.55
Hyundai,2014,Petrol,7201.5
Fiat,2010,Petrol,2492.83
Toyota,2011,Diesel,8863.38
Mahindra,2017,Diesel,9273.31
Volkswagen,2015,Diesel,5971.7
BMW,2018,Diesel,41325.52
Mercedes-Benz,2018,Diesel,78440.93
Mercedes-Benz,2012,Diesel,24651.28
Hyundai,2018,Petrol,6680.77
Skoda,2011,Petrol,5428.82
Hyundai,2013,Petrol,4387.37
Hyundai,2011,Diesel,5096.44
Mahindra,2011,Diesel,6093.58
Honda,2013,Petrol,3600.75
Hyundai,2017,Petrol,6924.52
Ford,2007,Diesel,3323.77
Hyundai,2011,Diesel,4708.67
Toyota,2011,Diesel,13572.05
BMW,2011,Diesel,12131.75
Toyota,2013,Diesel,18280.73
Honda,2018,Petrol,8641.8
Hyundai,2013,Petrol,4099.31
Hyundai,2012,Petrol,4431.69
BMW,2015,Diesel,29636.93
Audi,2016,Diesel,31055.07
Maruti,2017,Petrol,6027.1
Maruti,2017,Petrol,6869.12
Hyundai,2005,Petrol,997.13
Maruti,2016,Petrol,4376.29
Tata,2011,Petrol,487.49
Ford,2012,Diesel,3046.79
Volkswagen,2011,Diesel,8309.42
Fiat,2010,Diesel,2769.81
Mahindra,2015,Diesel,5539.61
Maruti,2013,Petrol,3988.52
Toyota,2012,Petrol,4420.61
Hyundai,2015,Petrol,6248.68
Toyota,2014,Diesel,13295.07
Tata,2008,Diesel,775.55
BMW,2015,Diesel,21050.53
Ford,2017,Diesel,33769.49
Maruti,2017,Petrol,9084.97
Ford,2015,Diesel,8364.82
Chevrolet,2007,Petrol,1096.84
Honda,2011,Petrol,4597.88
Nissan,2016,Petrol,6869.12
Maruti,2016,Petrol,4874.86
Ford,2012,Diesel,2326.64
Fiat,2011,Diesel,2437.43
Hyundai,2018,Petrol,9240.08
Maruti,2014,Diesel,4819.46
Ford,2014,Diesel,7533.87
Maruti,2010,Diesel,3656.15
Hyundai,2016,Petrol,5583.93
Ford,2012,Diesel,10192.89
Volkswagen,2014,Diesel,6315.16
Mahindra,2018,Diesel,9395.18
BMW,2013,Diesel,53180.29
Renault,2012,Diesel,6758.33
Maruti,2010,Petrol,3046.79
Maruti,2017,Diesel,8863.38
Maruti,2010,Petrol,2049.66
Maruti,2015,Petrol,4265.5
Maruti,2017,Petrol,5251.55
Renault,2013,Diesel,6237.61
Maruti,2011,Petrol,2902.76
Renault,2015,Petrol,5428.82
Honda,2006,Petrol,2936.0
Mahindra,2012,Diesel,6636.46
Mahindra,2011,Diesel,2659.01
Renault,2017,Petrol,4708.67
Porsche,2013,Diesel,44316.91
Maruti,2008,Diesel,2991.39
Datsun,2016,Petrol,3312.69
Hyundai,2011,Petrol,3766.94
BMW,2016,Diesel,34124.02
Maruti,2012,Diesel,6481.35
Hyundai,2014,Petrol,4431.69
BMW,2011,Petrol,15643.87
Chevrolet,2011,Diesel,5041.05
Mercedes-Benz,2015,Diesel,42101.06
Maruti,2011,Diesel,3212.98
Mercedes-Benz,2007,Petrol,6647.54
Hyundai,2016,Petrol,7700.06
Hyundai,2014,Petrol,3046.79
Maruti,2014,Diesel,5650.41
Hyundai,2017,Petrol,7478.48
Maruti,2014,Petrol,4088.23
Maruti,2013,Diesel,6038.18
Honda,2018,Petrol,10292.6
Hyundai,2015,Petrol,4431.69
Honda,2013,Petrol,3212.98
Hyundai,2013,Petrol,5816.59
Honda,2014,Petrol,6370.56
Hyundai,2017,Petrol,14535.95
Mahindra,2014,Diesel,8675.04
Maruti,2013,CNG,3489.96
Toyota,2013,Diesel,11522.4
Maruti,2012,Diesel,4819.46
Maruti,2017,Petrol,5794.44
Hyundai,2016,Petrol,6658.62
Honda,2014,Diesel,4874.86
BMW,2010,Diesel,14126.02
Ford,2011,Petrol,2659.01
Volkswagen,2018,Petrol,6326.24
Ford,2015,Diesel,6082.5
Honda,2004,Petrol,1440.3
Mahindra,2014,Diesel,9417.34
Toyota,2012,Diesel,14391.92
Hyundai,2017,Petrol,5539.61
Maruti,2017,Diesel,9971.3
Maruti,2016,Diesel,5783.36
Volkswagen,2012,Petrol,4210.11
Toyota,2019,Petrol,8054.6
Maruti,2016,Petrol,5650.41
Mercedes-Benz,2013,Diesel,32129.76
Maruti,2013,Petrol,3212.98
Tata,2012,Petrol,1528.93
Skoda,2011,Petrol,6093.58
Volkswagen,2016,Petrol,8032.44
Hyundai,2014,Diesel,7733.3
Tata,2017,Diesel,5816.59
Hyundai,2013,Petrol,2160.45
Audi,2014,Diesel,27144.11
Toyota,2013,Diesel,9206.84
Mercedes-Benz,2012,Diesel,39885.22
Hyundai,2015,Diesel,6093.58
Honda,2011,Petrol,6525.67
Volkswagen,2016,Diesel,8807.99
Hyundai,2010,Petrol,3046.79
Hyundai,2012,Diesel,6924.52
Ford,2015,Diesel,5484.22
Hyundai,2019,Petrol,6946.68
Hyundai,2017,Diesel,9583.53
Hyundai,2014,Petrol,3877.73
Audi,2015,Diesel,38777.3
Maruti,2015,Petrol,4930.26
Hyundai,2012,Petrol,2936.0
Mahindra,2017,Diesel,5207.24
Hyundai,2014,Diesel,9860.51
Jeep,2017,Diesel,19333.25
Maruti,2017,Diesel,10613.9
Toyota,2012,Petrol,6891.28
Mahindra,2013,Diesel,8641.8
BMW,2016,Diesel,30744.86
Hyundai,2015,Diesel,7755.46
Mercedes-Benz,2017,Diesel,71870.95
Chevrolet,2013,Diesel,7201.5
Hyundai,2011,Petrol,2991.39
Honda,2012,Petrol,2769.81
Nissan,2013,Diesel,4320.9
Volkswagen,2015,Petrol,4376.29
Hyundai,2010,Petrol,2326.64
Chevrolet,2009,Diesel,3877.73
Hyundai,2007,Petrol,2215.85
Maruti,2014,Diesel,5927.39
Honda,2013,Diesel,4210.11
Mercedes-Benz,2016,Petrol,19111.67
Hyundai,2018,Petrol,6126.81
Hyundai,2009,Petrol,2160.45
Maruti,2017,Diesel,9084.97
Honda,1999,Petrol,997.13
Toyota,2013,Diesel,7201.5
Mini,2014,Diesel,21504.78
Fiat,2016,Petrol,7290.13
Chevrolet,2011,Petrol,2326.64
Hyundai,2008,Petrol,2215.85
Hyundai,2015,Diesel,4099.31
Maruti,2014,Petrol,4210.11
Hyundai,2014,Petrol,3600.75
Renault,2015,Diesel,6126.81
BMW,2011,Diesel,12076.36
Hyundai,2018,Petrol,5650.41
Hyundai,2007,Petrol,2437.43
Chevrolet,2009,Petrol,1772.68
Honda,2018,Petrol,12464.13
Volkswagen,2013,Diesel,6536.74
Toyota,2012,Diesel,15954.09
Honda,2011,Petrol,3988.52
BMW,2017,Diesel,44870.87
Audi,2014,Diesel,43153.59
Maruti,2014,Diesel,3988.52
Volkswagen,2016,Diesel,7888.41
Honda,2016,Diesel,8331.58
Audi,2012,Diesel,11467.0
Skoda,2014,Petrol,7755.46
Toyota,2011,Diesel,12020.96
Chevrolet,2010,Diesel,2603.62
Maruti,2014,Petrol,3212.98
Maruti,2017,Petrol,8475.61
Maruti,2016,Diesel,7090.71
Toyota,2014,Diesel,11190.02
Maruti,2014,Petrol,4708.67
Toyota,2019,Diesel,21770.68
Tata,2017,Diesel,4874.86
Hyundai,2012,Petrol,3600.75
Ford,2012,Diesel,3102.18
Chevrolet,2015,Diesel,4764.07
Ford,2006,Diesel,1717.28
Honda,2007,Petrol,5207.24
Honda,2017,Petrol,7833.01
Mercedes-Benz,2018,Diesel,87525.9
Hyundai,2018,Petrol,6370.56
Maruti,2012,Petrol,3600.75
Volkswagen,2017,Diesel,9849.43
Honda,2015,Petrol,6536.74
Honda,2016,Petrol,5484.22
Maruti,2014,Diesel,4154.71
Hyundai,2017,Diesel,12153.91
Audi,2014,Diesel,27631.59
Hyundai,2014,Petrol,2182.61
Ford,2010,Diesel,1551.09
Volkswagen,2018,Petrol,8054.6
Renault,2013,Diesel,4431.69
Honda,2015,Petrol,5262.63
Hyundai,2015,Petrol,5650.41
Audi,2012,Diesel,17848.64
Mahindra,2014,Diesel,11688.59
Toyota,2017,Diesel,33237.68
Skoda,2002,Diesel,1772.68
Mercedes-Benz,2012,Diesel,20485.49
Maruti,2018,Petrol,11034.91
Maruti,2013,Diesel,5262.63
Toyota,2002,Diesel,4043.92
BMW,2012,Diesel,17172.8
Mitsubishi,2013,Diesel,13095.65
Toyota,2008,Petrol,2271.24
Maruti,2016,CNG,3656.15
Maruti,2013,Petrol,2492.83
Audi,2014,Diesel,22291.41
Hyundai,2017,CNG,5484.22
Honda,2016,Diesel,8287.26
Mercedes-Benz,2004,Petrol,6093.58
Honda,2005,Petrol,1883.47
Audi,2013,Diesel,14613.5
Maruti,2012,Petrol,4265.5
Maruti,2016,Diesel,6370.56
Mahindra,2014,Diesel,9971.3
Chevrolet,2012,Petrol,2448.51
Ford,2017,Diesel,8963.1
BMW,2017,Diesel,53878.28
Audi,2015,Diesel,43729.71
BMW,2015,Diesel,24640.2
Hyundai,2009,Petrol,2880.6
Hyundai,2016,Diesel,13295.07
Audi,2014,Diesel,19942.61
Mercedes-Benz,2007,Petrol,11068.15
Hyundai,2012,Petrol,2714.41
Ford,2017,Diesel,9960.23
Volkswagen,2011,Diesel,3489.96
Maruti,2017,Diesel,9084.97
Mahindra,2016,Diesel,12741.11
Hyundai,2016,Diesel,8087.84
Maruti,2008,Petrol,1761.6
Hyundai,2015,Petrol,3489.96
Mahindra,2015,Diesel,9417.34
Skoda,2010,Diesel,3323.77
BMW,2012,Diesel,23266.38
Honda,2016,Diesel,8586.4
Mercedes-Benz,2013,Diesel,25482.22
Mahindra,2016,Diesel,15233.94
Honda,2017,Petrol,9184.68
Maruti,2014,Diesel,6414.87
Mercedes-Benz,2017,Diesel,33791.64
Honda,2011,Petrol,4210.11
Tata,2014,Diesel,4930.26
Hyundai,2012,Petrol,3656.15
Fiat,2009,Diesel,1938.86
Honda,2011,Petrol,6093.58
Hyundai,2017,Diesel,14790.77
Audi,2017,Diesel,24928.26
Hyundai,2013,Petrol,5816.59
Hyundai,2011,Diesel,4154.71
Honda,2015,Diesel,7002.07
Hyundai,2018,Diesel,8586.4
Ford,2006,Petrol,1517.85
Hyundai,2010,Petrol,2326.64
Maruti,2016,Diesel,10303.68
Toyota,2015,Diesel,13295.07
Mercedes-Benz,2017,Diesel,26036.18
Maruti,2006,Petrol,1994.26
Mercedes-Benz,2013,Diesel,13849.03
Maruti,2015,Diesel,5251.55
Hyundai,2016,Petrol,6016.02
Toyota,2018,Diesel,35032.52
Toyota,2011,Petrol,6979.91
Ford,2017,Diesel,9361.95
Ford,2016,Petrol,5539.61
Toyota,2011,Diesel,14403.0
Maruti,2012,Petrol,5207.24
BMW,2018,Petrol,103779.12
Skoda,2012,Petrol,3656.15
Maruti,2009,Petrol,1672.96
Renault,2013,Diesel,6747.25
Maruti,2015,Petrol,6592.14
Hyundai,2012,Diesel,9971.3
Skoda,2015,Diesel,4708.67
Mercedes-Benz,2013,Diesel,26036.18
Honda,2011,Petrol,7035.31
Maruti,2014,Petrol,3766.94
BMW,2017,Petrol,103036.82
BMW,2014,Diesel,23931.13
Volkswagen,2011,Diesel,4431.69
Maruti,2018,Diesel,6093.58
Land Rover,2012,Diesel,21327.51
Hyundai,2012,Diesel,4376.29
Maruti,2012,Diesel,4708.67
Jeep,2018,Diesel,18856.85
Maruti,2012,Diesel,7201.5
Ford,2011,Petrol,3268.37
Toyota,2013,Diesel,7888.41
Maruti,2018,Diesel,12464.13
Honda,2009,Petrol,3046.79
Mahindra,2015,Diesel,13295.07
Hyundai,2014,Petrol,4066.08
Mercedes-Benz,2001,Diesel,5539.61
Mahindra,2008,Petrol,2548.22
Skoda,2008,Diesel,2437.43
Mercedes-Benz,2014,Diesel,45424.83
BMW,2016,Diesel,31575.8
Volkswagen,2015,Petrol,6082.5
Audi,2013,Diesel,19388.65
Ford,2009,Diesel,2204.77
Hyundai,2016,Diesel,7356.61
Toyota,2017,Diesel,18280.73
Hyundai,2016,Petrol,5539.61
Volkswagen,2017,Petrol,5982.78
Renault,2017,Petrol,3312.69
Honda,2011,Petrol,4542.48
Hyundai,2018,Petrol,7489.56
Volkswagen,2016,Petrol,6093.58
Maruti,2014,Diesel,6636.46
Nissan,2012,Diesel,2869.52
Jaguar,2013,Diesel,29636.93
Maruti,2016,Diesel,9417.34
Audi,2011,Diesel,25482.22
Ford,2014,Petrol,3711.54
Hyundai,2012,Diesel,11910.17
Mahindra,2013,Diesel,6968.83
Renault,2014,Diesel,8586.4
Audi,2012,Diesel,14956.96
Maruti,2013,Petrol,4154.71
Mahindra,2011,Diesel,4154.71
Maruti,2006,Petrol,1661.88
Maruti,2005,Petrol,1606.49
Maruti,2013,Petrol,4564.64
Toyota,2016,Diesel,18956.56
Toyota,2015,Diesel,11356.21
Volkswagen,2011,Diesel,2758.73
Toyota,2015,Petrol,4265.5
Ford,2014,Diesel,6924.52
Hyundai,2015,Diesel,5406.66
Honda,2016,Petrol,10469.87
Toyota,2007,Diesel,5318.03
Hyundai,2012,Petrol,2204.77
Hyundai,2010,Petrol,3102.18
Mercedes-Benz,2011,Petrol,24374.3
Mahindra,2012,Diesel,4764.07
Skoda,2014,Diesel,10802.25
Maruti,2015,Petrol,6536.74
Audi,2013,Diesel,16064.88
Ford,2009,Diesel,2659.01
Maruti,2008,Petrol,2337.72
Hyundai,2017,Petrol,8420.21
Maruti,2012,Petrol,3988.52
Mahindra,2013,Diesel,6647.54
Mahindra,2014,Diesel,8254.02
Maruti,2011,Petrol,2326.64
Renault,2013,Diesel,5761.2
Mahindra,2009,Diesel,7744.38
Maruti,2017,Petrol,7046.39
Toyota,2015,Diesel,12874.06
BMW,2015,Diesel,48305.43
Hyundai,2009,Diesel,5428.82
Renault,2015,Diesel,7423.08
Maruti,2013,CNG,3379.16
Audi,2014,Diesel,27698.07
Jeep,2018,Diesel,21105.93
Hyundai,2015,Petrol,4985.65
Honda,2013,Petrol,4597.88
Hyundai,2015,Diesel,13184.28
Hyundai,2011,Petrol,2326.64
Mahindra,2016,Diesel,7700.06
Maruti,2008,Petrol,2659.01
Hyundai,2007,Petrol,2936.0
Mahindra,2014,Diesel,9971.3
Maruti,2012,Petrol,2326.64
Chevrolet,2011,Petrol,2769.81
Audi,2009,Diesel,9915.91
Mini,2017,Diesel,37669.37
Maruti,2011,Petrol,3489.96
Tata,2015,Petrol,4431.69
Honda,2014,Diesel,4930.26
Chevrolet,2010,Petrol,1661.88
Audi,2011,Diesel,16064.88
Ford,2015,Diesel,9317.63
Hyundai,2014,Diesel,6038.18
Honda,2015,Petrol,9860.51
Hyundai,2012,Petrol,4043.92
BMW,2015,Diesel,32129.76
Audi,2013,Diesel,14956.96
Honda,2008,Petrol,5982.78
Hyundai,2016,Petrol,6525.67
Maruti,2016,Diesel,9361.95
Honda,2011,Petrol,4431.69
BMW,2013,Diesel,49856.52
Maruti,2016,Petrol,4365.22
Renault,2011,Diesel,8863.38
Ford,2013,Diesel,4542.48
Toyota,2006,Diesel,6924.52
Maruti,2015,Diesel,5816.59
Mercedes-Benz,2019,Petrol,93021.19
Hyundai,2004,Petrol,2138.29
Mercedes-Benz,2013,Diesel,23266.38
Hyundai,2015,Petrol,4764.07
Honda,2014,Petrol,5816.59
Porsche,2010,Petrol,35453.53
Mahindra,2013,Diesel,4320.9
Toyota,2007,Petrol,2437.43
Mahindra,2016,Diesel,4099.31
BMW,2010,Petrol,12486.29
Maruti,2013,Petrol,2670.09
Audi,2015,Diesel,21050.53
Toyota,2015,Diesel,6425.95
Mahindra,2016,Diesel,14979.12
Toyota,2015,Diesel,27144.11
Tata,2014,CNG,3600.75
Mercedes-Benz,2017,Diesel,62852.46
Hyundai,2015,Diesel,11023.83
Honda,2012,Petrol,6093.58
Audi,2015,Diesel,27698.07
Maruti,2009,Petrol,1107.92
Maruti,2011,Petrol,2382.03
Maruti,2018,Petrol,8741.51
Mahindra,2015,Diesel,11356.21
Ford,2007,Petrol,6647.54
Hyundai,2017,Petrol,8342.66
Mercedes-Benz,2018,Diesel,43707.55
Honda,2014,Petrol,6470.27
Ford,2017,Petrol,9583.53
Maruti,2017,Petrol,8575.32
Hyundai,2008,Petrol,2769.81
Toyota,2007,Diesel,6315.16
Maruti,2016,Petrol,6425.95
Audi,2012,Diesel,40439.18
Hyundai,2012,Diesel,10525.27
Hyundai,2012,Petrol,3855.57
Honda,2013,Petrol,5041.05
Hyundai,2012,Diesel,4320.9
Mahindra,2007,Diesel,2991.39
Toyota,2017,Diesel,34345.61
BMW,2009,Petrol,11411.6
BMW,2010,Diesel,8586.4
Maruti,2012,Petrol,3545.35
Maruti,2013,Diesel,5373.43
Land Rover,2016,Diesel,37758.01
Maruti,2017,Diesel,8974.17
Tata,2016,Diesel,2603.62
Maruti,2012,Petrol,1994.26
Hyundai,2015,Petrol,3789.1
Ford,2010,Diesel,5916.31
Ford,2018,Diesel,35442.45
Volkswagen,2011,Diesel,5262.63
Maruti,2014,Petrol,6758.33
Hyundai,2013,Petrol,4088.23
Audi,2012,Diesel,16618.84
Mahindra,2016,Diesel,16064.88
Maruti,2013,Diesel,6259.76
Maruti,2011,Diesel,2769.81
Mercedes-Benz,2017,Diesel,42655.03
Renault,2014,Diesel,6082.5
Maruti,2013,Petrol,3933.13
Toyota,2014,Diesel,11910.17
Hyundai,2016,Petrol,12187.15
Maruti,2014,Diesel,4985.65
Mahindra,2014,Diesel,9328.71
Honda,2017,Petrol,12851.9
Jaguar,2016,Diesel,37259.44
Ford,2008,Diesel,2492.83
BMW,2010,Petrol,14347.6
Maruti,2010,Diesel,4708.67
Audi,2014,Diesel,27720.23
Honda,2014,Petrol,4376.29
Honda,2011,Petrol,4874.86
Volkswagen,2015,Petrol,5484.22
Mahindra,2010,Diesel,6093.58
Honda,2011,Petrol,3600.75
Skoda,2013,Petrol,4453.85
Mahindra,2016,Diesel,12995.93
Volkswagen,2012,Diesel,10525.27
Maruti,2017,Petrol,9528.14
Honda,2013,Diesel,4431.69
Volkswagen,2015,Petrol,6148.97
Maruti,2015,Petrol,2769.81
Land Rover,2017,Diesel,46089.59
Honda,2015,Petrol,8209.71
Nissan,2014,Diesel,7201.5
Maruti,2008,Petrol,1329.51
Toyota,2015,Diesel,25482.22
Hyundai,2012,Diesel,3035.71
Ford,2013,Diesel,4320.9
Maruti,2017,Diesel,8863.38
Hyundai,2012,Diesel,4431.69
Hyundai,2016,Petrol,19665.63
Maruti,2013,Diesel,5595.01
Audi,2011,Petrol,13295.07
Mercedes-Benz,2016,Diesel,32794.51
Renault,2015,Diesel,7201.5
Honda,2014,Petrol,5262.63
Volvo,2016,Diesel,26989.0
Maruti,2011,Petrol,3545.35
Maruti,2016,Petrol,3988.52
Maruti,2017,Petrol,3966.36
Maruti,2011,Diesel,2769.81
Ford,2013,Diesel,3877.73
Toyota,2015,Petrol,27698.07
Maruti,2010,Petrol,1938.86
Mercedes-Benz,2005,Diesel,11079.23
Maruti,2018,Petrol,8586.4
Honda,2016,Petrol,7146.1
Mahindra,2017,Diesel,11079.23
Volkswagen,2014,Petrol,4985.65
Hyundai,2015,Petrol,3766.94
Toyota,2010,Petrol,4985.65
Maruti,2015,Petrol,4764.07
BMW,2018,Diesel,50964.45
Maruti,2016,Petrol,3766.94
Mercedes-Benz,2013,Diesel,16064.88
Maruti,2013,Petrol,2326.64
Maruti,2012,Petrol,4043.92
Chevrolet,2014,Petrol,3323.77
Hyundai,2009,Diesel,4376.29
Skoda,2012,Diesel,7478.48
Toyota,2013,Diesel,7234.74
Toyota,2015,Diesel,24374.3
Skoda,2013,Petrol,5262.63
Honda,2017,Petrol,6636.46
Volkswagen,2011,Petrol,3379.16
Volkswagen,2010,Petrol,2659.01
Maruti,2007,Petrol,1440.3
Toyota,2016,Diesel,7434.16
Mahindra,2014,Diesel,7977.04
Hyundai,2016,Petrol,5982.78
Ford,2015,Diesel,7345.53
Maruti,2016,CNG,8309.42
Honda,2018,Petrol,15743.58
Honda,2010,Petrol,3323.77
Maruti,2017,Petrol,5661.49
Volkswagen,2011,Petrol,3755.86
Toyota,2017,Diesel,25471.14
Hyundai,2009,Petrol,2603.62
Maruti,2012,Diesel,3157.58
Audi,2014,Diesel,20496.57
Renault,2014,Petrol,6636.46
Honda,2008,Petrol,3323.77
Tata,2016,Petrol,3988.52
Audi,2014,Diesel,26590.15
Maruti,2015,Petrol,6935.6
Toyota,2010,Diesel,15178.54
Mercedes-Benz,2016,Diesel,38777.3
Hyundai,2015,Diesel,5561.77
Maruti,2015,Petrol,3434.56
Volkswagen,2012,Diesel,6093.58
Maruti,2014,Petrol,3977.44
Fiat,2015,Diesel,5151.84
Honda,2009,Petrol,4210.11
Hyundai,2016,Diesel,13849.03
Honda,2017,Diesel,14292.2
Maruti,2015,Petrol,2603.62
Maruti,2015,Petrol,4597.88
Mercedes-Benz,2012,Diesel,25016.9
Maruti,2016,Petrol,2936.0
Ford,2010,Petrol,2492.83
Toyota,2016,Diesel,17726.76
BMW,2013,Diesel,21604.49
Hyundai,2015,Diesel,23266.38
BMW,2012,Diesel,19388.65
Ford,2010,Diesel,2670.09
Toyota,2012,Diesel,4930.26
Land Rover,2014,Diesel,33160.13
Toyota,2012,Petrol,3268.37
Maruti,2009,Petrol,1130.08
Toyota,2009,Diesel,12187.15
Toyota,2004,Diesel,3877.73
Ford,2013,Petrol,5927.39
Maruti,2017,Petrol,6259.76
Mini,2015,Diesel,24374.3
Hyundai,2013,Petrol,6592.14
Ford,2011,Diesel,2603.62
Honda,2014,Diesel,4542.48
Renault,2012,Diesel,5982.78
Ford,2017,Diesel,9361.95
BMW,2013,Diesel,47086.72
Toyota,2010,Diesel,11910.17
Hyundai,2010,LPG,1828.07
Mahindra,2015,Diesel,12220.39
Maruti,2016,Petrol,3877.73
