Name,Location,Year,Fuel_Type,Transmission,Owner_Type
Maruti,Hyderabad,2013,Petrol,Manual,First
Porsche,Coimbatore,2010,Petrol,Automatic,Third
Maruti,Jaipur,2015,Diesel,Manual,First
Honda,Kolkata,2014,Petrol,Manual,First
Chevrolet,Bangalore,2012,Petrol,Manual,Second
Hyundai,Coimbatore,2018,Petrol,Automatic,First
Honda,Pune,2008,Petrol,Manual,Second
Maruti,Mumbai,2016,Petrol,Manual,First
Ford,Delhi,2016,Diesel,Manual,First
BMW,Hyderabad,2010,Diesel,Automatic,First
Hyundai,Mumbai,2014,Petrol,Manual,Second
Toyota,Chennai,2005,Diesel,Manual,Fourth & Above
Maruti,Mumbai,2014,Petrol,Manual,First
Maruti,Mumbai,2018,Diesel,Manual,First
Maruti,Hyderabad,2008,Petrol,Manual,First
Maruti,Kochi,2010,Petrol,Manual,First
BMW,Bangalore,2009,Diesel,Automatic,First
Mahindra,Kolkata,2017,Petrol,Manual,First
Hyundai,Bangalore,2008,Petrol,Automatic,Second
Honda,Pune,2007,Petrol,Automatic,Second
Hyundai,Hyderabad,2010,Petrol,Manual,First
Mercedes-Benz,Ahmedabad,2014,Diesel,Automatic,Second
Toyota,Pune,2011,Petrol,Manual,First
Honda,Kolkata,2010,Petrol,Manual,First
Maruti,Bangalore,2014,Diesel,Manual,First
Maruti,Pune,2010,Petrol,Manual,First
Hyundai,Kolkata,2014,Petrol,Manual,First
Maruti,Pune,2012,Diesel,Manual,First
Toyota,Mumbai,2015,Diesel,Manual,First
Jeep,Pune,2018,Diesel,Manual,First
Hyundai,Hyderabad,2017,Petrol,Manual,First
Maruti,Delhi,2014,CNG,Manual,Second
Tata,Jaipur,2012,Diesel,Manual,First
Maruti,Jaipur,2008,Diesel,Manual,Second
Tata,Kolkata,2016,Diesel,Manual,First
Maruti,Hyderabad,2016,Diesel,Manual,First
Maruti,Kolkata,2016,Petrol,Automatic,First
BMW,Coimbatore,2016,Diesel,Automatic,First
Volkswagen,Coimbatore,2015,Petrol,Manual,First
Tata,Bangalore,2011,Diesel,Manual,First
Mini,Kolkata,2018,Petrol,Automatic,First
Ford,Kolkata,2015,Petrol,Manual,First
Honda,Ahmedabad,2015,Diesel,Manual,First
Hyundai,Delhi,2006,Diesel,Manual,Second
Skoda,Delhi,2013,Diesel,Manual,First
Toyota,Hyderabad,2016,Diesel,Manual,First
Hyundai,Hyderabad,2014,Diesel,Manual,First
Mahindra,Hyderabad,2015,Diesel,Manual,First
Renault,Mumbai,2017,Petrol,Manual,First
Hyundai,Bangalore,2015,Petrol,Manual,Second
Honda,Bangalore,2012,Petrol,Automatic,First
Ford,Coimbatore,2017,Diesel,Automatic,First
Skoda,Kochi,2016,Petrol,Automatic,First
BMW,Mumbai,2012,Diesel,Automatic,Third
Maruti,Mumbai,2013,CNG,Manual,First
Maruti,Jaipur,2013,Diesel,Manual,First
Hyundai,Jaipur,2005,Petrol,Manual,First
Toyota,Jaipur,2011,Diesel,Manual,Second
Maruti,Mumbai,2009,Petrol,Manual,First
Tata,Mumbai,2018,Petrol,Manual,First
Honda,Delhi,2015,Petrol,Automatic,First
BMW,Hyderabad,2013,Diesel,Automatic,First
Mercedes-Benz,Hyderabad,2010,Diesel,Automatic,Second
Maruti,Kochi,2015,Diesel,Manual,First
Maruti,Delhi,2014,Petrol,Manual,First
Hyundai,Kolkata,2011,Petrol,Manual,First
Land Rover,Coimbatore,2019,Diesel,Automatic,First
Hyundai,Kolkata,2009,Petrol,Manual,First
Mercedes-Benz,Hyderabad,2017,Diesel,Automatic,First
Hyundai,Kochi,2017,Petrol,Manual,First
Volkswagen,Kolkata,2012,Diesel,Manual,First
Maruti,Delhi,2017,Diesel,Manual,First
Renault,Mumbai,2016,Diesel,Manual,First
Tata,Jaipur,2009,Diesel,Manual,First
Mercedes-Benz,Delhi,2016,Diesel,Automatic,First
Hyundai,Mumbai,2016,Diesel,Manual,First
Hyundai,Hyderabad,2008,Diesel,Manual,First
Hyundai,Mumbai,2014,Petrol,Manual,First
Ford,Bangalore,2010,Petrol,Manual,First
Maruti,Chennai,2016,Diesel,Manual,First
Renault,Hyderabad,2013,Diesel,Manual,First
Volkswagen,Bangalore,2015,Petrol,Manual,Second
BMW,Delhi,2019,Diesel,Automatic,First
Skoda,Ahmedabad,2015,Petrol,Manual,First
Hyundai,Ahmedabad,2005,Petrol,Manual,Second
Audi,Coimbatore,2014,Diesel,Automatic,First
Maruti,Jaipur,2016,Diesel,Manual,First
Honda,Kolkata,2014,Diesel,Manual,First
Mercedes-Benz,Mumbai,2010,Petrol,Automatic,First
Audi,Pune,2012,Diesel,Automatic,First
Mahindra,Coimbatore,2016,Diesel,Manual,Second
Honda,Kochi,2006,Petrol,Automatic,Third
Maruti,Mumbai,2010,Petrol,Manual,First
Toyota,Pune,2009,Petrol,Manual,Third
Volkswagen,Pune,2012,Petrol,Automatic,Second
Hyundai,Pune,2015,Petrol,Manual,First
Skoda,Hyderabad,2011,Diesel,Manual,First
Maruti,Hyderabad,2012,Diesel,Manual,First
Toyota,Kolkata,2018,Petrol,Automatic,First
Toyota,Hyderabad,2013,Diesel,Manual,First
Tata,Hyderabad,2017,Diesel,Manual,First
Skoda,Mumbai,2015,Petrol,Manual,First
Ford,Mumbai,2016,Diesel,Automatic,First
Renault,Kochi,2017,Petrol,Manual,Second
Hyundai,Pune,2012,Diesel,Manual,First
Skoda,Chennai,2012,Diesel,Manual,Second
Toyota,Kochi,2013,Diesel,Manual,First
Mahindra,Delhi,2015,Diesel,Manual,First
Audi,Chennai,2013,Diesel,Automatic,First
Chevrolet,Coimbatore,2014,Diesel,Manual,First
BMW,Coimbatore,2013,Diesel,Automatic,First
Nissan,Delhi,2012,Diesel,Manual,First
Honda,Mumbai,2010,Petrol,Manual,Second
Hyundai,Bangalore,2010,Diesel,Manual,First
Maruti,Jaipur,2015,Petrol,Manual,First
Honda,Kolkata,2015,Petrol,Manual,First
Audi,Kolkata,2012,Diesel,Automatic,Second
Ford,Chennai,2007,Petrol,Manual,Second
Hyundai,Mumbai,2015,Diesel,Manual,First
Mercedes-Benz,Kochi,2015,Diesel,Automatic,First
Maruti,Pune,2012,CNG,Manual,Second
Ford,Chennai,2016,Diesel,Manual,First
Hyundai,Mumbai,2011,Petrol,Manual,First
Honda,Delhi,2016,Petrol,Manual,Second
Nissan,Kolkata,2011,Diesel,Manual,First
Ford,Pune,2010,Diesel,Manual,Second
Nissan,Kolkata,2013,Petrol,Manual,First
Maruti,Kolkata,2013,Diesel,Manual,First
Honda,Ahmedabad,2009,Petrol,Manual,Second
Skoda,Mumbai,2010,Petrol,Automatic,First
Maruti,Hyderabad,2017,Petrol,Manual,First
Hyundai,Ahmedabad,2012,Diesel,Manual,First
Hyundai,Chennai,2017,Diesel,Automatic,First
Maruti,Kochi,2016,Diesel,Manual,First
Maruti,Jaipur,2014,Diesel,Manual,First
Toyota,Hyderabad,2009,Diesel,Manual,First
Hyundai,Mumbai,2016,Diesel,Manual,First
Maruti,Delhi,2016,Diesel,Manual,First
Ford,Jaipur,2016,Diesel,Automatic,First
Hyundai,Coimbatore,2019,Diesel,Manual,First
Maruti,Mumbai,2009,Petrol,Manual,First
Maruti,Mumbai,2011,Diesel,Manual,Second
Maruti,Kochi,2018,CNG,Manual,First
Honda,Mumbai,2014,Petrol,Manual,First
Maruti,Mumbai,2009,Petrol,Manual,First
BMW,Hyderabad,2014,Diesel,Automatic,First
Tata,Mumbai,2010,Petrol,Manual,First
Mahindra,Chennai,2016,Diesel,Manual,First
Hyundai,Bangalore,2009,Petrol,Automatic,Second
Maruti,Mumbai,2016,Petrol,Manual,First
Maruti,Kochi,2017,Diesel,Manual,First
Ford,Mumbai,2012,Petrol,Manual,First
Maruti,Delhi,2014,CNG,Manual,First
Volkswagen,Mumbai,2014,Petrol,Automatic,First
Mahindra,Ahmedabad,2010,Diesel,Manual,First
Porsche,Kochi,2019,Petrol,Automatic,First
Maruti,Hyderabad,2013,Diesel,Manual,First
Volkswagen,Hyderabad,2017,Petrol,Manual,First
Hyundai,Chennai,2013,Petrol,Manual,Second
Hyundai,Bangalore,2010,Petrol,Manual,First
Mercedes-Benz,Chennai,2014,Diesel,Automatic,First
Maruti,Jaipur,1998,Petrol,Manual,Third
Hyundai,Coimbatore,2013,Petrol,Manual,First
Honda,Coimbatore,2016,Diesel,Manual,First
Tata,Jaipur,2016,Diesel,Manual,First
Honda,Mumbai,2015,Petrol,Manual,First
Hyundai,Kochi,2010,Petrol,Manual,First
Volkswagen,Coimbatore,2018,Petrol,Manual,First
Honda,Kolkata,2010,Petrol,Manual,First
Hyundai,Coimbatore,2017,Petrol,Manual,First
Jaguar,Coimbatore,2016,Diesel,Automatic,First
Jaguar,Kolkata,2014,Diesel,Automatic,First
Mahindra,Coimbatore,2013,Diesel,Manual,First
Maruti,Delhi,2015,Diesel,Manual,First
Audi,Coimbatore,2015,Diesel,Automatic,First
Renault,Delhi,2013,Diesel,Manual,First
Maruti,Coimbatore,2014,Petrol,Manual,First
Volkswagen,Mumbai,2012,Petrol,Manual,First
Maruti,Jaipur,2012,Petrol,Manual,First
Hyundai,Coimbatore,2019,Petrol,Automatic,First
Tata,Hyderabad,2014,Petrol,Manual,First
Audi,Kochi,2017,Petrol,Automatic,First
Volkswagen,Mumbai,2015,Petrol,Manual,First
Maruti,Chennai,2015,Petrol,Manual,First
Mini,Kochi,2019,Diesel,Automatic,First
Audi,Delhi,2012,Diesel,Automatic,Second
Ford,Coimbatore,2019,Diesel,Manual,First
Ford,Hyderabad,2013,Petrol,Manual,Second
Hyundai,Jaipur,2016,Petrol,Manual,First
Chevrolet,Mumbai,2014,Petrol,Manual,First
Maruti,Kolkata,2015,Petrol,Manual,First
Tata,Kochi,2017,Petrol,Manual,First
Mercedes-Benz,Delhi,2015,Diesel,Automatic,First
Chevrolet,Coimbatore,2014,Diesel,Manual,First
Maruti,Hyderabad,2013,Diesel,Manual,First
Hyundai,Jaipur,2017,Petrol,Manual,First
Maruti,Pune,2012,Diesel,Manual,Third
Hyundai,Kolkata,2011,Diesel,Manual,First
Jaguar,Coimbatore,2014,Diesel,Automatic,First
Skoda,Delhi,2013,Petrol,Automatic,First
Maruti,Pune,2006,Petrol,Manual,Second
Volkswagen,Mumbai,2011,Petrol,Manual,First
Honda,Hyderabad,2011,Petrol,Manual,First
Maruti,Ahmedabad,2015,CNG,Manual,First
Maruti,Chennai,2014,Petrol,Manual,First
Maruti,Kolkata,2013,Diesel,Manual,First
Hyundai,Coimbatore,2018,Petrol,Automatic,First
Hyundai,Bangalore,2016,Petrol,Manual,First
Nissan,Mumbai,2013,Diesel,Manual,First
Hyundai,Coimbatore,2017,Petrol,Manual,First
Volkswagen,Chennai,2013,Diesel,Manual,First
Toyota,Kochi,2015,Diesel,Automatic,First
Hyundai,Chennai,2002,Petrol,Manual,Third
Toyota,Pune,2018,Diesel,Automatic,First
Mercedes-Benz,Pune,2015,Diesel,Automatic,First
Hyundai,Pune,2013,Petrol,Manual,First
Hyundai,Bangalore,2012,Diesel,Manual,Second
Mini,Kochi,2015,Diesel,Automatic,Second
Renault,Bangalore,2015,Diesel,Manual,First
Ford,Chennai,2019,Diesel,Automatic,First
Toyota,Delhi,2014,Petrol,Manual,First
Mahindra,Delhi,2018,Diesel,Manual,First
BMW,Kolkata,2012,Diesel,Automatic,First
Maruti,Ahmedabad,2004,Petrol,Manual,Second
Honda,Kochi,2017,Petrol,Manual,First
Maruti,Delhi,2014,Diesel,Manual,First
Honda,Mumbai,2015,Petrol,Automatic,First
Maruti,Kochi,2015,Diesel,Manual,First
Renault,Coimbatore,2016,Diesel,Manual,First
Maruti,Jaipur,2010,Diesel,Manual,Second
Maruti,Hyderabad,2011,Diesel,Manual,First
Mahindra,Chennai,2013,Diesel,Manual,First
Honda,Kochi,2015,Petrol,Manual,First
Mercedes-Benz,Coimbatore,2016,Diesel,Automatic,First
Tata,Coimbatore,2014,Diesel,Manual,First
Toyota,Hyderabad,2014,Diesel,Manual,First
Maruti,Delhi,2015,Petrol,Manual,First
Hyundai,Kolkata,2012,Petrol,Manual,First
Honda,Kolkata,2015,Petrol,Manual,First
Honda,Mumbai,2017,Petrol,Manual,First
Honda,Jaipur,2017,Petrol,Automatic,First
Land Rover,Pune,2015,Diesel,Automatic,First
Honda,Mumbai,2017,Petrol,Manual,First
Mercedes-Benz,Jaipur,2008,Petrol,Automatic,First
Ford,Chennai,2002,Petrol,Manual,Third
Toyota,Delhi,2013,Diesel,Manual,First
Maruti,Hyderabad,2008,Petrol,Manual,First
Tata,Kolkata,2016,Diesel,Manual,First
Honda,Coimbatore,2012,Petrol,Automatic,Second
Nissan,Chennai,2012,Diesel,Manual,Second
Hyundai,Hyderabad,2011,Diesel,Automatic,First
Maruti,Pune,2003,Petrol,Manual,First
Mahindra,Coimbatore,2015,Diesel,Manual,First
Maruti,Delhi,2014,Diesel,Manual,First
Hyundai,Bangalore,2013,Petrol,Automatic,First
Hyundai,Coimbatore,2019,Diesel,Manual,First
Mercedes-Benz,Kochi,2015,Diesel,Automatic,First
Toyota,Hyderabad,2013,Diesel,Automatic,Second
Volvo,Ahmedabad,2015,Diesel,Automatic,First
Mercedes-Benz,Delhi,2011,Diesel,Automatic,First
Honda,Chennai,2010,Petrol,Manual,First
Honda,Pune,2015,Diesel,Manual,First
Maruti,Ahmedabad,2013,Diesel,Manual,First
Maruti,Kolkata,2013,Petrol,Manual,First
Toyota,Delhi,2013,Petrol,Automatic,First
Land Rover,Bangalore,2012,Diesel,Automatic,Second
Maruti,Chennai,2012,Diesel,Manual,First
Jeep,Kolkata,2017,Diesel,Manual,First
Maruti,Mumbai,2016,Petrol,Manual,First
Honda,Kochi,2016,Petrol,Manual,First
Toyota,Chennai,2011,Diesel,Manual,First
Volkswagen,Kochi,2011,Petrol,Manual,First
Honda,Delhi,2011,Petrol,Automatic,First
Toyota,Bangalore,2013,Petrol,Manual,First
Hyundai,Chennai,2016,Petrol,Manual,First
Toyota,Hyderabad,2009,Diesel,Manual,First
Maruti,Coimbatore,2016,Diesel,Manual,First
Ford,Kolkata,2018,Petrol,Manual,First
Maruti,Delhi,2016,Petrol,Manual,First
Honda,Mumbai,2016,Petrol,Manual,First
Hyundai,Pune,2013,Diesel,Automatic,First
Honda,Ahmedabad,2014,Diesel,Manual,First
Audi,Mumbai,2017,Diesel,Automatic,First
Skoda,Mumbai,2014,Petrol,Manual,First
Audi,Kolkata,2013,Diesel,Automatic,First
Maruti,Jaipur,2014,Diesel,Manual,First
Tata,Kolkata,2012,Diesel,Manual,Second
Toyota,Jaipur,2006,Diesel,Manual,Second
Renault,Hyderabad,2013,Diesel,Manual,First
Mercedes-Benz,Kolkata,2015,Petrol,Automatic,First
Honda,Delhi,2015,Diesel,Manual,First
Mercedes-Benz,Coimbatore,2018,Diesel,Automatic,First
Maruti,Kochi,2015,Diesel,Manual,First
Maruti,Kochi,2016,Diesel,Manual,First
Hyundai,Bangalore,2008,Petrol,Manual,Second
BMW,Mumbai,2008,Diesel,Automatic,Second
Maruti,Coimbatore,2018,Petrol,Automatic,First
Ford,Hyderabad,2012,Diesel,Manual,First
Mahindra,Chennai,2011,Diesel,Manual,Third
Maruti,Jaipur,2009,Petrol,Manual,First
Mini,Kochi,2016,Diesel,Automatic,First
Mahindra,Kochi,2014,Diesel,Manual,First
Hyundai,Coimbatore,2012,Petrol,Manual,First
Maruti,Kochi,2015,Diesel,Manual,First
Mercedes-Benz,Delhi,2013,Diesel,Automatic,Second
Renault,Hyderabad,2016,Petrol,Manual,First
Maruti,Kochi,2013,Diesel,Manual,First
Maruti,Hyderabad,2005,Petrol,Manual,Second
Hyundai,Mumbai,2016,Petrol,Automatic,First
Tata,Jaipur,2012,Diesel,Manual,First
Mahindra,Pune,2015,Diesel,Manual,First
Maruti,Delhi,2010,Petrol,Manual,Second
Audi,Bangalore,2015,Diesel,Automatic,First
Ford,Hyderabad,2008,Diesel,Manual,Second
Mercedes-Benz,Hyderabad,2010,Diesel,Automatic,First
Honda,Delhi,2015,Petrol,Automatic,First
Toyota,Pune,2010,Diesel,Manual,Third
Chevrolet,Pune,2011,Petrol,Manual,Second
Maruti,Delhi,2013,CNG,Manual,First
Honda,Mumbai,2015,Petrol,Manual,First
Nissan,Jaipur,2010,Petrol,Manual,First
Maruti,Coimbatore,2017,Petrol,Automatic,First
Toyota,Mumbai,2012,Diesel,Automatic,First
Ford,Kolkata,2018,Diesel,Manual,First
Maruti,Jaipur,2014,Diesel,Manual,First
Maruti,Hyderabad,2016,Petrol,Manual,First
Honda,Chennai,2013,Petrol,Manual,First
Hyundai,Hyderabad,2010,Diesel,Manual,Second
Honda,Jaipur,2007,Petrol,Manual,First
Hyundai,Coimbatore,2017,Diesel,Manual,First
Toyota,Delhi,2013,Diesel,Manual,First
Hyundai,Mumbai,2014,Petrol,Manual,First
Hyundai,Pune,2017,Diesel,Manual,First
Honda,Chennai,2017,Petrol,Manual,First
Volkswagen,Chennai,2014,Diesel,Manual,First
Mahindra,Mumbai,2015,Diesel,Manual,First
Mahindra,Kochi,2017,Diesel,Manual,First
Honda,Bangalore,2010,Petrol,Automatic,Second
Maruti,Pune,2012,Diesel,Manual,First
Mahindra,Hyderabad,2012,Diesel,Manual,First
Toyota,Delhi,2014,Diesel,Automatic,First
Maruti,Hyderabad,2016,Diesel,Manual,First
Hyundai,Pune,2013,Diesel,Automatic,First
Hyundai,Kolkata,2011,Petrol,Manual,First
Maruti,Jaipur,2012,Petrol,Manual,First
Honda,Delhi,2016,Petrol,Automatic,First
Honda,Mumbai,2007,Petrol,Automatic,Second
Mercedes-Benz,Kochi,2019,Diesel,Automatic,First
Skoda,Ahmedabad,2010,Petrol,Manual,Second
Maruti,Ahmedabad,2015,Diesel,Manual,First
Ford,Delhi,2013,Diesel,Manual,First
Mercedes-Benz,Mumbai,2009,Diesel,Automatic,Second
Hyundai,Hyderabad,2016,Diesel,Manual,First
Volkswagen,Bangalore,2013,Diesel,Manual,First
Chevrolet,Kochi,2012,Diesel,Manual,First
Mahindra,Mumbai,2013,Diesel,Manual,First
Hyundai,Hyderabad,2011,Petrol,Automatic,First
Toyota,Delhi,2013,Diesel,Manual,First
Toyota,Mumbai,2010,Petrol,Automatic,First
Hyundai,Jaipur,2013,Petrol,Manual,Second
Ford,Kochi,2018,Petrol,Manual,First
Maruti,Coimbatore,2016,Petrol,Manual,First
Hyundai,Bangalore,2012,Petrol,Automatic,Second
Maruti,Pune,2017,Diesel,Manual,First
BMW,Kochi,2010,Petrol,Automatic,First
Maruti,Kolkata,2016,Diesel,Manual,First
Toyota,Coimbatore,2017,Diesel,Automatic,First
Hyundai,Kochi,2017,Petrol,Manual,First
Hyundai,Kolkata,2011,Diesel,Manual,First
Volkswagen,Pune,2012,Diesel,Manual,Second
Maruti,Coimbatore,2017,Petrol,Automatic,First
Hyundai,Ahmedabad,2014,Diesel,Manual,First
Mercedes-Benz,Pune,2010,Diesel,Automatic,First
Hyundai,Chennai,2015,Petrol,Manual,First
Hyundai,Mumbai,2014,Diesel,Manual,First
Renault,Jaipur,2016,Petrol,Manual,First
Hyundai,Chennai,2015,Petrol,Automatic,First
Volkswagen,Pune,2011,Petrol,Manual,First
Chevrolet,Kochi,2015,Diesel,Automatic,First
Nissan,Mumbai,2015,Diesel,Manual,Second
Hyundai,Hyderabad,2012,Diesel,Manual,First
Maruti,Chennai,2015,Petrol,Automatic,First
Maruti,Pune,2010,Petrol,Manual,First
Hyundai,Chennai,2012,Diesel,Manual,First
Audi,Mumbai,2011,Petrol,Automatic,First
BMW,Mumbai,2013,Diesel,Automatic,First
Skoda,Mumbai,2015,Petrol,Automatic,First
Hyundai,Ahmedabad,2014,Petrol,Manual,First
Mitsubishi,Hyderabad,2007,Diesel,Manual,Second
Honda,Mumbai,2014,Diesel,Manual,First
Maruti,Pune,2012,Petrol,Manual,First
Maruti,Pune,2009,Diesel,Manual,Fourth & Above
Hyundai,Kolkata,2016,Petrol,Manual,First
Ford,Mumbai,2011,Petrol,Manual,Second
Hyundai,Bangalore,2015,Petrol,Manual,First
Maruti,Mumbai,2010,Petrol,Manual,First
Honda,Mumbai,2017,Petrol,Manual,First
Renault,Jaipur,2016,Diesel,Automatic,First
Honda,Ahmedabad,2014,Diesel,Manual,First
Toyota,Jaipur,2015,Diesel,Manual,Second
BMW,Mumbai,2009,Diesel,Automatic,Second
Hyundai,Kochi,2017,Petrol,Manual,First
Renault,Jaipur,2012,Diesel,Manual,Second
Mitsubishi,Bangalore,2010,Petrol,Automatic,First
Maruti,Kochi,2017,Diesel,Manual,First
Mercedes-Benz,Hyderabad,2010,Diesel,Automatic,First
Ford,Coimbatore,2018,Diesel,Manual,First
Hyundai,Chennai,2016,Diesel,Automatic,First
Volkswagen,Coimbatore,2018,Petrol,Manual,First
Renault,Mumbai,2014,Diesel,Manual,First
Honda,Chennai,2012,Petrol,Automatic,First
Ford,Coimbatore,2017,Petrol,Manual,First
Audi,Kolkata,2012,Diesel,Automatic,First
BMW,Mumbai,2015,Diesel,Automatic,First
Hyundai,Pune,2013,Petrol,Manual,First
Hyundai,Hyderabad,2018,Petrol,Manual,First
Skoda,Hyderabad,2006,Diesel,Manual,Second
Hyundai,Hyderabad,2010,Diesel,Manual,First
Hyundai,Chennai,2012,Petrol,Automatic,Third
Hyundai,Mumbai,2005,Petrol,Manual,Second
Ford,Chennai,2010,Diesel,Manual,First
Audi,Mumbai,2015,Diesel,Automatic,First
Volkswagen,Mumbai,2015,Petrol,Manual,First
BMW,Kolkata,2012,Diesel,Automatic,First
Honda,Kolkata,2014,Petrol,Manual,First
Hyundai,Hyderabad,2012,Diesel,Manual,First
Honda,Coimbatore,2018,Petrol,Automatic,First
Maruti,Jaipur,2006,Petrol,Manual,Fourth & Above
Honda,Hyderabad,2014,Petrol,Automatic,First
Mercedes-Benz,Bangalore,2014,Diesel,Automatic,Second
Mahindra,Coimbatore,2018,Diesel,Automatic,First
Mahindra,Bangalore,2006,Diesel,Manual,Third
Renault,Mumbai,2013,Petrol,Automatic,First
Land Rover,Ahmedabad,2012,Diesel,Automatic,Second
Maruti,Pune,2017,Petrol,Manual,First
Toyota,Kochi,2013,Petrol,Manual,First
Hyundai,Mumbai,2014,Petrol,Manual,First
Hyundai,Hyderabad,2012,Petrol,Manual,First
Maruti,Kochi,2016,Diesel,Manual,First
Hyundai,Hyderabad,2015,Petrol,Manual,First
BMW,Mumbai,2010,Diesel,Automatic,Second
Tata,Delhi,2011,Diesel,Manual,First
Maruti,Delhi,2015,Petrol,Manual,First
Volkswagen,Pune,2010,Diesel,Manual,First
Toyota,Ahmedabad,2014,Petrol,Automatic,First
Hyundai,Hyderabad,2008,Petrol,Manual,First
Maruti,Kolkata,2016,Petrol,Manual,First
Renault,Hyderabad,2013,Diesel,Manual,First
Maruti,Coimbatore,2018,Diesel,Manual,First
Nissan,Kolkata,2011,Petrol,Manual,First
Ford,Hyderabad,2015,Diesel,Manual,First
Honda,Kochi,2017,Petrol,Automatic,First
Nissan,Pune,2014,Diesel,Manual,First
Toyota,Chennai,2011,Petrol,Manual,Second
Hyundai,Jaipur,2013,Diesel,Manual,Third
Ford,Chennai,2015,Petrol,Manual,Second
Mitsubishi,Mumbai,2004,Diesel,Manual,First
Audi,Bangalore,2014,Diesel,Automatic,First
Toyota,Delhi,2006,Petrol,Manual,First
Chevrolet,Jaipur,2007,Petrol,Manual,First
Hyundai,Hyderabad,2006,Petrol,Manual,First
Honda,Kolkata,2013,Diesel,Manual,First
Maruti,Pune,2010,Diesel,Manual,Second
Ford,Coimbatore,2014,Diesel,Manual,First
Volkswagen,Kolkata,2015,Diesel,Manual,First
Hyundai,Delhi,2016,Petrol,Manual,First
Toyota,Chennai,2011,Diesel,Manual,Second
Mercedes-Benz,Kolkata,2015,Diesel,Automatic,First
Maruti,Jaipur,2005,Petrol,Manual,Second
Ford,Pune,2016,Diesel,Automatic,First
Hyundai,Jaipur,2016,Petrol,Manual,First
Honda,Ahmedabad,2017,Petrol,Manual,First
Volkswagen,Bangalore,2013,Petrol,Manual,First
Honda,Mumbai,2014,Petrol,Manual,First
Hyundai,Bangalore,2014,Petrol,Manual,First
Maruti,Kolkata,2014,Petrol,Manual,First
BMW,Coimbatore,2016,Diesel,Automatic,First
Ford,Kochi,2014,Diesel,Manual,First
Maruti,Mumbai,2014,CNG,Manual,First
Honda,Ahmedabad,2016,Diesel,Manual,First
Tata,Chennai,2008,Diesel,Manual,Second
Renault,Pune,2014,Diesel,Manual,Second
Hyundai,Chennai,2010,Petrol,Manual,First
Honda,Mumbai,2015,Petrol,Manual,First
Maruti,Hyderabad,2016,Diesel,Manual,First
Honda,Mumbai,2007,Petrol,Manual,Third
Volkswagen,Coimbatore,2016,Petrol,Manual,First
Maruti,Hyderabad,2010,Diesel,Manual,First
Honda,Jaipur,2014,Petrol,Manual,First
Hyundai,Hyderabad,2017,Petrol,Manual,First
Renault,Hyderabad,2014,Diesel,Manual,First
Hyundai,Kochi,2014,Petrol,Manual,First
BMW,Chennai,2008,Diesel,Automatic,Third
Ford,Mumbai,2014,Diesel,Manual,First
Volkswagen,Hyderabad,2016,Diesel,Automatic,First
Honda,Chennai,2011,Petrol,Automatic,Second
Chevrolet,Hyderabad,2008,Petrol,Manual,First
Volkswagen,Hyderabad,2017,Petrol,Manual,First
Mahindra,Hyderabad,2015,Diesel,Manual,Second
Hyundai,Hyderabad,2009,Petrol,Automatic,First
Mahindra,Coimbatore,2015,Diesel,Manual,First
Hyundai,Mumbai,2013,Diesel,Manual,Second
Volkswagen,Mumbai,2010,Petrol,Manual,Third
Hyundai,Coimbatore,2014,Petrol,Manual,First
Hyundai,Mumbai,2015,Petrol,Manual,First
Chevrolet,Ahmedabad,2013,Diesel,Manual,First
Skoda,Coimbatore,2015,Petrol,Automatic,First
Hyundai,Pune,2016,Diesel,Manual,First
Chevrolet,Jaipur,2013,Diesel,Manual,First
Toyota,Delhi,2011,Diesel,Manual,First
Hyundai,Coimbatore,2016,Petrol,Manual,First
Audi,Coimbatore,2012,Diesel,Automatic,First
Porsche,Bangalore,2013,Diesel,Automatic,Second
Honda,Hyderabad,2016,Petrol,Manual,First
Mahindra,Hyderabad,2012,Diesel,Manual,First
Audi,Ahmedabad,2012,Diesel,Automatic,First
Hyundai,Kolkata,2013,Petrol,Automatic,First
Hyundai,Hyderabad,2012,Diesel,Manual,First
Maruti,Pune,2010,Petrol,Manual,First
Maruti,Jaipur,2016,Diesel,Manual,First
Hyundai,Delhi,2015,Diesel,Manual,First
Maruti,Jaipur,2012,Diesel,Manual,First
Mahindra,Kochi,2017,Diesel,Manual,Second
BMW,Delhi,2013,Diesel,Automatic,First
Toyota,Bangalore,2016,Petrol,Manual,Second
Hyundai,Pune,2015,Diesel,Manual,Second
Mahindra,Hyderabad,2016,Petrol,Manual,First
Maruti,Kolkata,2013,Petrol,Manual,First
Fiat,Hyderabad,2010,Petrol,Manual,First
Maruti,Kolkata,2012,Petrol,Manual,First
Mitsubishi,Bangalore,2012,Diesel,Manual,Second
Honda,Chennai,2013,Petrol,Manual,First
Hyundai,Coimbatore,2017,Diesel,Manual,Second
Hyundai,Mumbai,2016,Petrol,Automatic,First
Maruti,Hyderabad,2012,CNG,Manual,Second
Honda,Kochi,2017,Petrol,Manual,First
Mahindra,Chennai,2016,Petrol,Manual,First
Honda,Pune,2018,Petrol,Automatic,First
Mahindra,Mumbai,2017,Diesel,Automatic,First
Hyundai,Pune,2011,Petrol,Manual,First
Mercedes-Benz,Mumbai,2013,Diesel,Automatic,Second
Renault,Coimbatore,2017,Diesel,Automatic,First
Volkswagen,Bangalore,2014,Petrol,Manual,Second
